Topic,Count,Name,Representation,Representative_Docs
36,30,36_swap_fixed price_fixed_swap contracts,"['swap', 'fixed price', 'fixed', 'swap contracts', 'price', 'contracts', 'derivative', 'option', 'basis', 'exposure', 'portion', 'future enter']","['To achieve more predictable cash flows and to reduce our exposure to adverse fluctuations in the prices of crude oil and natural gas, we currently, and may in the future, enter into derivative arrangements for a portion of our crude oil and natural gas production, including collars and fixed-price swaps.', 'We use fixed price swap contracts, fixed price basis swap contracts, double-up swap contracts and three-way collars with corresponding put, short put and call options to reduce price volatility associated with certain of our oil and natural gas sales.', 'We have entered into fixed price swap contracts, fixed price basis swap contracts, double-up swap contracts and three-way collars with corresponding put, short put and call options and may in the future enter into forward sale contracts or additional fixed price swap, fixed price basis swap, double-up swap derivatives or three-way collars for a portion of our production.']"
37,29,37_covered insurance_uninsured_insurance_covered,"['covered insurance', 'uninsured', 'insurance', 'covered', 'occurrence', 'insurance material', 'fully', 'event', 'occurrence event', 'results operations', 'condition results', 'financial condition']","['The occurrence of an event not fully covered by insurance could have a material adverse effect on our financial position, results of operations and cash flows.', 'The impact of litigation as well as the occurrence of an event that is not fully covered by insurance could have a material adverse effect on our business, financial condition and results of operations.', 'The occurrence of an event that is not fully covered by insurance could have a material adverse effect on our business, financial condition and results of operations.']"
38,29,38_risk factors_risk_1a risk_item,"['risk factors', 'risk', '1a risk', 'item', 'item 1a', '1a', 'carefully', '7a', 'market risk', 'factors', 'information included', 'qualitative']","['>Item 1A. Risk Factors.', '>Item 1A. Risk Factors.', '>Item 1A.Risk Factors.']"
39,29,39_bylaws_stockholders_provisions_directors,"['bylaws', 'stockholders', 'provisions', 'directors', 'certificate', 'amended restated', 'restated', 'change control', 'incorporation', 'certificate incorporation', 'amended', 'board directors']","['Our certificate of incorporation and bylaws contain provisions that may make acquiring control of our company difficult, including: provisions regulating the ability of our stockholders to nominate directors for election or to bring matters for action at annual meetings of our stockholders; limitations on the ability of our stockholders to call a special meeting and act by written consent; the ability of our board of directors to adopt, amend or repeal bylaws, and the requirement that the affirmative vote of holders representing at least 662/3% of the voting power of all outstanding shares of capital stock be obtained for stockholders to amend our bylaws; the requirement that the affirmative vote of holders representing at least 662/3% of the voting power of all outstanding shares of capital stock be obtained to remove directors; the requirement that the affirmative vote of holders representing at least 662/3% of the voting power of all outstanding shares of capital stock be obtained to amend our certificate of incorporation; and the authorization given to our board of directors to issue and set the terms of preferred stock without the approval of our stockholders.', 'In addition, some provisions of our amended and restated certificate of incorporation, as amended, and amended and restated bylaws could make it more difficult for a third party to acquire control of us, even if the change of control would be beneficial to our stockholders, including: a classified Board of Directors, so that only approximately one-third of our directors are elected each year; 52Table of Contentslimitations on the removal of directors; andlimitations on the ability of our stockholders to call special meetings and establish advance notice provisions for stockholder proposals and nominations for elections to the Board of Directors to be acted upon at meetings of stockholders.', 'In addition, some provisions of our amended and restated certificate of incorporation and amended and restated bylaws could make it more difficult for a third party to acquire control of us, even if the change of control would be beneficial to our stockholders, including: limitations on the ability of our stockholders to call special meetings; a separate vote of 75% of the voting power of the outstanding shares of capital stock in order for stockholders to amend the bylaws in certain circumstances; our board of directors is divided into three classes with each class serving staggered three-year terms; stockholders do not have the right to take any action by written consent; andadvance notice provisions for stockholder proposals and nominations for elections to the board of directors to be acted upon at meetings of stockholders.']"
40,29,40_integrating_acquired_integration_acquisitions,"['integrating', 'acquired', 'integration', 'acquisitions', 'significant acquisitions', 'difficulties', 'management', 'properties substantially', 'geographic locations', 'businesses properties', 'challenge', 'different']","['In addition, significant acquisitions can change the nature of our operations and business if the acquired properties have substantially different operating and geological characteristics or are in different geographic locations than our existing properties.', 'Significant acquisitions and other strategic transactions may involve other risks, including: diversion of our managements attention to evaluating, negotiating and integrating significant acquisitions and strategic transactions; the challenge and cost of integrating acquired operations, information management and other technology systems and business cultures with those of our operations while carrying on our ongoing business; difficulty associated with coordinating geographically separate organizations; 48Table of Contentsan inability to secure, on acceptable terms, sufficient financing that may be required in connection with expanded operations and unknown liabilities; andthe challenge of attracting and retaining personnel associated with acquired operations.', 'Significant acquisitions and other strategic transactions may involve other risks, including: diversion of our managements attention to evaluating, negotiating and integrating significant acquisitions and strategic transactions; the challenge and cost of integrating acquired operations, information management and other technology systems and business cultures with those of ours while carrying on our ongoing business; difficulty associated with coordinating geographically separate organizations; andthe challenge of attracting and retaining personnel associated with acquired operations.']"
41,28,41_reserves economically_success_highly dependent_finding,"['reserves economically', 'success', 'highly dependent', 'finding', 'acquiring additional', 'acquiring', 'reserves', 'dependent', 'highly', 'economically', 'additional reserves', 'efficiently']","['Our future crude oil and natural gas reserves and production, and therefore our cash flows and income, are highly dependent on our success in efficiently developing and exploiting our current reserves and economically finding or acquiring additional recoverable reserves.', 'Our future oil, NGL and natural gas reserves and production, and therefore our future cash flow and results of operations, are highly dependent on our success in efficiently developing and exploiting our current reserves and economically finding or acquiring additional recoverable reserves.', 'Our future oil and natural gas reserves and production, and therefore our cash flow and results of operations, are highly dependent on our success in efficiently developing and exploiting our current reserves and economically finding or acquiring additional recoverable reserves.']"
42,28,42_criminal_failure comply_civil criminal_penalties,"['criminal', 'failure comply', 'civil criminal', 'penalties', 'civil', 'comply laws', 'administrative', 'comply', 'regulations result', 'failure', 'suspension termination', 'suspension']","['Failure to comply with these laws also may result in the suspension or termination of our operations and subject us to administrative, civil and criminal penalties as well as the imposition of corrective action orders.', 'Failure to comply with these laws and regulations also may result in the suspension or termination of our operations and subject us to administrative, civil and criminal penalties.', 'Failure to comply with these laws and regulations may result in the suspension or termination of operations and subject us to administrative, civil and criminal fines and penalties.']"
43,27,43_mmbtu_59_00 mmbtu_00,"['mmbtu', '59', '00 mmbtu', '00', '84', 'mid', 'respectively', '2019', '19', 'low', '12', '2018']","['59 per MMBtu for natural gas during 2019.', '96 per MMBTU in 2017, and $2.', '48 per MMBTU in 2016.']"
44,27,44_ferc_interstate_gathering_gathering facilities,"['ferc', 'interstate', 'gathering', 'gathering facilities', 'commerce', 'nga', 'interstate commerce', 'pipelines', 'regulation', 'ferc regulation', 'gathering services', 'gas gathering']","['Even though we consider Rattler LLCs natural gas gathering pipelines to be exempt from the jurisdiction of FERC under the NGA, FERC regulation of interstate natural gas transportation pipelines may indirectly impact gathering services.', 'While the nature of our gathering facilities is such that these facilities have not yet been regulated by FERC, the Rustler Breaks Oil Pipeline System does transport crude oil in interstate commerce and, therefore, is subject to FERC regulation.', 'The distinction between FERC-regulated interstate transportation services and federally unregulated gathering services, however, has been the subject of substantial litigation, and FERC determines whether facilities are gathering facilities on a case-by-case basis, so the classification and regulation of our gathering facilities is subject to change based on future determinations by FERC, the courts or Congress.']"
45,26,45_derivatives_frank act_dodd frank_dodd,"['derivatives', 'frank act', 'dodd frank', 'dodd', 'frank', 'associated business', 'predictable', 'affected consequence', 'use derivatives', 'ability hedge', 'reduce', 'derivative contracts']","['If we reduce our use of derivatives as a result of the Dodd-Frank Act and regulations, our results of operations may become more volatile and our cash flows may be less predictable, which could adversely affect our ability to plan for and fund capital expenditures.', 'The Dodd-Frank Act, the rules which have been adopted and not vacated, and, to the extent that the Latest-Proposed Position Limit Rule is effected, such proposed rule and the US. Resolution Stay Rules could significantly increase the cost of our derivative contracts, materially alter the terms of our derivative contracts, reduce the availability of derivatives to us that we have historically used to protect against risks that we encounter in our business, reduce our ability to monetize or restructure our existing derivative contracts and increase our exposure to less creditworthy counterparties.', 'The Dodd-Frank Act and regulations could significantly increase the cost of derivative contracts, materially alter the terms of derivative contracts, reduce the availability of derivatives to protect against risks we encounter, reduce our ability to monetize or restructure our existing derivative contracts, and increase our exposure to less creditworthy counterparties.']"
46,26,46_subsidiaries_rating_entirely_ratings,"['subsidiaries', 'rating', 'entirely', 'ratings', 'circumstances warrant', 'warrant', 'withdrawn', 'rating agency', 'lowered', 'general partner', 'subsidiary', 'credit']","['We cannot provide assurance that any of our current Debt Ratings will remain in effect for any given period of time or that a Debt Rating will not be further lowered or withdrawn entirely by a rating agency if, in its judgment, circumstances warrant.', 'We cannot provide assurance that any of our current ratings will remain in effect for any given period of time or that a rating will not be lowered or withdrawn entirely by a rating agency if, in its judgment, circumstances so warrant.', 'We cannot assure you that our credit ratings will remain in effect for any given period of time or that a rating will not be lowered or withdrawn entirely by a rating agency if, in its judgment, circumstances so warrant.']"
47,26,47_species_wildlife_endangered_threatened,"['species', 'wildlife', 'endangered', 'threatened', 'restrictions drilling', 'drilling activities', 'areas', 'permanent', 'designation', 'restrictions', 'areas operate', 'seasonal']","['Participation in such agreements or the designation of previously unprotected species as threatened or endangered species could prohibit drilling or other operations in certain of our operating areas, cause us to incur increased costs arising from species protection measures or result in limitations on our exploration and production and midstream activities, each of which could have an adverse impact on our business, financial condition, results of operations and cash flows.', 'The designation of previously unprotected species in areas where we operate as threatened or endangered could cause us to incur increased costs arising from species protection measures or could result in limitations on our exploration and production activities that could have an adverse impact on our ability to develop and produce our reserves.', 'The designation of previously unprotected species in areas where we operate as threatened or endangered could cause us to incur increased costs arising from species protection measures or could result in limitations on our exploration and production activities that could have an adverse impact on our ability to develop and produce our reserves.']"
48,26,48_benefits_realize_anticipated_integrate,"['benefits', 'realize', 'anticipated', 'integrate', 'anticipated benefits', 'acquisitions', 'realize benefits', 'acquisition', 'realize anticipated', 'savings', 'difficulties', 'successfully']","['If we fail to realize the anticipated benefits of a significant acquisition, our results of operations may be adversely affected.', 'Even if a combination is successful, it may not be possible to realize the full benefits we may expect in estimated proved reserves, production volume, cost savings from operating synergies or other benefits anticipated from an acquisition or realize these benefits within the expected time frame.', 'Even if we successfully integrate the assets acquired, it may not be possible to realize the full benefits we may expect in estimated proved reserves, production volume, cost savings from operating synergies or other benefits anticipated from an acquisition or realize these benefits within the expected time frame.']"
49,26,49_intellectual_intellectual property_property rights_property,"['intellectual', 'intellectual property', 'property rights', 'property', 'rights', 'secrets', 'trade secrets', 'licenses', 'licensed', 'license', 'enforce', 'number licenses']","['The weakening of protection of our trademarks, patents and other intellectual property rights could also adversely affect our business.', 'Third parties may claim that we have infringed upon their intellectual property rights.', 'Our intellectual property rights may fail to provide us with significant competitive advantages, particularly in foreign jurisdictions where we have not invested in an intellectual property portfolio or that do not have, or do not enforce, strong intellectual property rights.']"
50,25,50_atmosphere_climatic_frequency_increased frequency,"['atmosphere', 'climatic', 'frequency', 'increased frequency', 'earths', 'dioxide', 'severity', 'frequency severity', 'climate', 'sea', 'sea levels', 'gases']","['Finally, it should be noted that increasing concentrations of GHGs in the Earths atmosphere may produce climate changes that have significant physical effects, such as increased frequency and severity of storms, floods and other climatic events.', 'Finally, it should be noted that scientists have predicted that increasing concentrations of GHGs in the earths atmosphere may produce climate changes that have significant physical effects, such as increased frequency and severity of storms, droughts, and floods and other climatic events.', 'Moreover, it should be noted that scientists have predicted that increasing concentrations of greenhouse gases in the earths atmosphere may produce climate changes that increase significant weather events, such as increased frequency and severity of storms, droughts, and floods and other climatic events.']"
51,25,51_acreage_undeveloped acreage_title defects_defects,"['acreage', 'undeveloped acreage', 'title defects', 'defects', 'lease', 'undeveloped', 'title', 'lease expirations', 'expirations', 'write downs', 'downs', 'greater risk']","['If our drilling results are less than anticipated or we are unable to execute our drilling program because of capital constraints, lease expirations, limited access to gathering systems and takeaway capacity, and/or prices for oil, gas, and NGLs decline, then the return on our investment for a particular project may not be as attractive as we anticipated and we could incur material write-downs of oil and gas properties and the value of our undeveloped acreage could decline in the future.', 'Additionally, undeveloped acreage has greater risk of title defects than developed acreage.', 'Additionally, undeveloped acreage has greater risk of title defects than developed acreage.']"
52,25,52_negative_public opinion_reputation_negative public,"['negative', 'public opinion', 'reputation', 'negative public', 'public', 'opinion', 'sentiment', 'perception', 'public perception', 'perception regarding', 'regarding industry', 'expansion projects']","['Negative public perception regarding us and/or our industry could have an adverse effect on our operations.', 'Negative public perception regarding us and/or our industry could have an adverse effect on our operations.', 'Potential impacts of negative public opinion or reputational issues may include delays or stoppages in expansion projects, legal or regulatory actions or challenges, blockades, increased regulatory oversight, reduced support from regulatory authorities, challenges to regulatory approvals, difficulty securing financing for and cost overruns affecting expansion projects and the degradation of our business generally.']"
53,25,53_meet obligations_obligations_inability_meet,"['meet obligations', 'obligations', 'inability', 'meet', 'financial results', 'affect financial', 'insolvency', 'customers', 'insolvency liquidation', 'results inability', 'liquidation', 'significant customers']","['The inability or failure of our significant customers to meet their obligations to us or their insolvency or liquidation may adversely affect our financial results.', 'The inability or failure of our significant customers to meet their obligations to us or their insolvency or liquidation may adversely affect our financial results.', 'The inability or failure of our significant customers or counterparties to meet their obligations to us or their insolvency or liquidation may adversely affect our financial results.']"
54,25,54_water_dispose_obtain water_amounts water,"['water', 'dispose', 'obtain water', 'amounts water', 'water use', 'water dispose', 'sufficient amounts', 'operations unable', 'water used', 'unable', 'impact operations', 'inability']","['Our inability to locate sufficient amounts of water, or dispose of or recycle water used in our operations, could adversely impact our operations.', 'See If We Are Unable to 53Table of ContentsAcquire Adequate Supplies of Water for Our Drilling and Hydraulic Fracturing Operations or Are Unable to Dispose of the Water We Use at a Reasonable Cost and Pursuant to Applicable Environmental Rules, Our Ability to Produce Oil and Natural Gas Commercially and in Commercial Quantities Could Be Impaired.', 'If We Are Unable to Acquire Adequate Supplies of Water for Our Drilling and Hydraulic Fracturing Operations or Are Unable to Dispose of the Water We Use at a Reasonable Cost and Pursuant to Applicable Environmental Rules, Our Ability to Produce Oil and Natural Gas Commercially and in Commercial Quantities Could Be Impaired.']"
55,25,55_redetermination_borrowing base_base_borrowing,"['redetermination', 'borrowing base', 'base', 'borrowing', 'subject periodic', 'lenders', 'redeterminations', 'annually', 'semi', 'unit', 'scheduled', 'periodic']","['For example, the amount of our borrowing base under our Credit Agreement is subject to periodic redetermination based on oil, gas, and NGL prices specified by our bank group at the time of redetermination.', 'Our borrowing base is determined semi-annually by our lenders based primarily on the estimated value of our existing and future oil and natural gas reserves, but both we and our lenders can request one unscheduled redetermination between scheduled redetermination dates.', 'Furthermore, under our Senior Secured Credit Facility, scheduled borrowing base redeterminations occur by May 1 and November 1 of each year, and the lenders have the right to call for an interim redetermination of the borrowing base one time between any two scheduled redetermination dates and in other specified circumstances.']"
56,25,56_stock_common stock_common_shareholders,"['stock', 'common stock', 'common', 'shareholders', 'shares', 'investors', 'existing shareholders', 'stockholders', 'ownership', 'shares common', 'stock result', 'difficult party']","['If we succeed in selling additional equity securities or securities convertible into equity securities to raise funds or make acquisitions, the ownership of our existing shareholders would be diluted, and new investors may demand rights, preferences or privileges senior to those of existing shareholders.', 'As a result, these provisions could make it more difficult for a third party to acquire us, even if doing so would benefit our stockholders, which may limit the price that investors are willing to pay in the future for shares of our common stock.', 'As a result, these provisions could make it more difficult for a third party to acquire us, even if doing so would benefit our stockholders, which may limit the price investors are willing to pay in the future for shares of our common stock.']"
57,24,57_value estimated_current market_market value_value,"['value estimated', 'current market', 'market value', 'value', 'present value', 'future net', 'net', 'estimated', 'present', 'prices costs', 'net cash', 'future prices']","['See also The present value of future net revenues from our estimated net proved reserves will not necessarily be the same as the current market value of our estimated crude oil and natural gas reserves below.', 'You should not assume that the present value of future net cash flows from our proved reserves is the current market value of our estimated reserves.', 'You should not assume that the present value of future net revenues from our proved reserves is the current market value of our estimated oil and natural gas reserves.']"
58,24,58_future rate_rate growth_profitability_revenues operating,"['future rate', 'rate growth', 'profitability', 'revenues operating', 'growth', 'profitability future', 'revenue profitability', 'heavily', 'gas prices', 'prices', 'changes natural', 'depend']","['The prices we receive for our oil, NGL and natural gas production heavily influence our revenue, profitability, access to capital and future rate of growth.', 'Our revenues, operating results, profitability, future rate of growth and the carrying value of our oil and natural gas properties depend significantly upon the prevailing prices for oil and natural gas.', 'Our revenues, operating results, profitability, future rate of growth, and the carrying value of our oil and gas properties depend heavily on the prices we receive for oil, gas, and NGL sales.']"
59,24,59_stock_common_common stock_analysts,"['stock', 'common', 'common stock', 'analysts', 'price common', 'price', 'volume', 'fluctuate', 'trading', 'market', 'stock fluctuate', 'trading volume']","['Furthermore, the stock market is subject to significant price and volume fluctuations, and the price of our common stock could fluctuate widely in response to several factors, including: our quarterly or annual operating results; changes in our earnings estimates; investment recommendations by securities analysts following our business or our industry; additions or departures of key personnel; changes in the business, earnings estimates or market perceptions of our competitors; our failure to achieve operating results consistent with securities analysts projections; changes in industry, general market or economic conditions; and announcements of legislative or regulatory changes.', 'The market price for our common stock may be influenced by many factors, including, but not limited to: the price of oil and natural gas; the success of our exploration and development operations, and the marketing of any oil and natural gas we produce; operational incidents; regulatory developments in the United States and foreign countries where we operate; the recruitment or departure of key personnel; quarterly or annual variations in our financial results or those of companies that are perceived to be similar to us; market conditions in the industries in which we compete and issuance of new or changed securities; analysts reports or recommendations; the failure of securities analysts to cover our common stock or changes in financial estimates by analysts; the inability to meet the financial estimates of analysts who follow our common stock; the issuance or sale of any additional securities of ours; investor perception of our company and of the industry in which we compete; andgeneral economic, political and market conditions.', 'Factors that could affect our stock price or result in fluctuations in the market price or trading volume of our common stock include: our actual or anticipated operating and financial performance and drilling locations, including oil and natural gas reserves estimates; quarterly variations in the rate of growth of our financial indicators, such as net income per share, net income and cash flows, or those of companies that are perceived to be similar to us; changes in revenue, cash flows or earnings estimates or publication of reports by equity research analysts; speculation in the press or investment community; 57Table of Contentsannouncement or consummation of acquisitions, dispositions or joint ventures by us; public reaction to our operations or plans, press releases, announcements and filings with the SEC; the publication of research or reports by industry analysts regarding the Company, its competitors or our industry; sales of our common stock by the Company, directors, officers or other shareholders, or the perception that such sales may occur; general financial market conditions and oil and natural gas industry market conditions, including fluctuations in the price of oil, natural gas and NGLs; domestic or global health concerns, including the outbreak of contagious or pandemic diseases, such as the recent coronavirus; the realization of any of the risk factors presented in this Annual Report; the recruitment or departure of key personnel; commencement of, involvement in or unfavorable resolution of litigation; the success of our exploration and development operations, our midstream business (including San Mateo) and the marketing of any oil, natural gas and NGLs we produce; changes in market valuations of companies similar to ours; anddomestic and international economic, legal and regulatory factors unrelated to our performance.']"
60,24,60_water_large volumes_substantially dependent_disposal,"['water', 'large volumes', 'substantially dependent', 'disposal', 'component', 'drilling hydraulic', 'essential', 'hydraulic', 'hydraulic fracturing', 'significant quantities', 'injecting', 'fracturing']","['We and San Mateo dispose of large volumes of produced water gathered from our and third parties drilling and production operations by injecting it into wells pursuant to permits issued to us by governmental authorities overseeing such disposal activities.', 'We dispose of large volumes of produced water gathered from our drilling and production operations by injecting it into wells pursuant to permits issued to us by governmental authorities overseeing such disposal activities.', 'We dispose of large volumes of produced water gathered from our drilling and production operations by injecting it into wells pursuant to permits issued to us by governmental authorities overseeing such disposal activities.']"
61,24,61_million_billion_35_million million,"['million', 'billion', '35', 'million million', '595 million', 'carryforwards totaling', '49', '595', 'million companys', 'nol carryforwards', 'respectively billion', 'assets million']","['9 million and $222.', '4 million, $279.', '7 million and $7.']"
62,24,62_2019_december31_december31 2019_31 2019,"['2019', 'december31', 'december31 2019', '31 2019', 'december 31', 'december', '31', 'ended', 'ended december31', '2019 approximately', 'years ended', 'year ended']","['For the year ended December 31, 2019, we recorded $0.', '6 million related to capital expenditures for the years ended December 31, 2019 and 2018, respectively.', 'As of December 31, 2019, we had $337.']"
63,24,63_proved_approximately_december31 2019_december31,"['proved', 'approximately', 'december31 2019', 'december31', 'proved reserves', 'total', 'percent', '2019', 'undeveloped', 'total proved', 'reserves december31', 'reserves']","['As of December31, 2019, approximately 38 percent of our estimated proved reserves (by volume) were undeveloped.', 'Approximately 33% of our total estimated proved reserves as of December31, 2019, were proved undeveloped reserves and may not be ultimately developed or produced.', 'At December31, 2019, approximately 58% of our total proved reserves were undeveloped and less than 1% of our total proved reserves were developed non-producing.']"
64,23,64_derivative_expose_expose risk_circumstances including,"['derivative', 'expose', 'expose risk', 'circumstances including', 'risk financial', 'counterparty', 'financial loss', 'risk', 'arrangements expose', 'derivative instrument', 'instrument', 'counterparties']","['Derivative instruments also expose us to the risk of financial loss in some circumstances, including when: production is less than the volume covered by the commodity derivative instruments; the counter-party to the commodity derivative instrument defaults on its contractual obligations; there is an increase in the differential between the underlying price in the derivative instrument and actual prices received; orthere are issues with regard to legal enforceability of such instruments.', 'Derivative arrangements also expose us to the risk of financial loss in some circumstances, including when: production is less than the volume covered by the derivative instruments; the counterparty to the derivative instrument defaults on its contract obligations; orthere is an increase in the differential between the underlying price and actual prices received in the derivative instrument.', 'Derivative arrangements also expose us to the risk of financial loss in some circumstances, including when: production is less than the volume covered by the derivative instruments; the counterparty to the derivative instrument defaults on its contract obligations; orthere is an increase in the differential between the underlying price in the derivative instrument and actual price received.']"
65,23,65_nymex_ranged_futures_nymex henry,"['nymex', 'ranged', 'futures', 'nymex henry', 'henry hub', 'spot', 'henry', 'hub', 'gas futures', 'contract', 'wti', 'contract price']","['Natural gas prices, based on the NYMEX Henry Hub Natural Gas Futures Final Settlement prices, were $3.', '53 per MMBtu, based upon the NYMEX Henry Hub natural gas futures contract price for the earliest delivery date.', 'The daily spot prices for NYMEX Henry Hub natural gas ranged from a high of $4.']"
66,23,66_completion techniques_latest_texas_techniques developed,"['completion techniques', 'latest', 'texas', 'techniques developed', 'geographically concentrated', 'basin', 'techniques', 'concentrated', 'operations involve', 'geographically', 'drilling completion', 'shale']","['Our operations involve utilizing the latest drilling and completion techniques as developed by us and our service providers in order to maximize cumulative recoveries and therefore generate the highest possible returns.', 'Furthermore, our exploration and production operations involve using some of the latest drilling and completion techniques developed by us, other operators and service providers.', 'Our operations involve utilizing the latest drilling and completion techniques as developed by us and our service providers.']"
67,23,67_rate_mateo_san mateo_san,"['rate', 'mateo', 'san mateo', 'san', 'loan', 'plus', 'defined', 'equal', 'base rate', 'mateo credit', 'libor', 'borrowings']","['If we borrow funds as a base rate loan, such borrowings will bear interest at a rate equal to the greatest of (i)the prime rate for such day, (ii)the Federal Funds Effective Rate (as defined in the Credit Agreement) on such day, plus 0.', 'If San Mateo I borrows funds as a Eurodollar loan, such borrowings will bear interest at a rate equal to (x)the Adjusted LIBO Rate for the chosen interest period plus (y)an amount ranging from 1.', 'If San Mateo I borrows funds as a base rate loan, such borrowings will bear interest at a rate equal to the greatest of (i)the prime rate for such day, (ii)the Federal Funds Effective Rate (as defined in the San Mateo Credit Facility) on such day, plus 0.']"
68,23,68_terms_equity financing_favorable_financing,"['terms', 'equity financing', 'favorable', 'financing', 'able obtain', 'able', 'equity', 'financing available', 'debt equity', 'satisfactory terms', 'needed', 'favorable terms']","['We may not be able to obtain debt or equity financing on terms favorable to us or at all.', 'We cannot assure you that we will be able to obtain debt or equity financing on terms favorable to us, or at all.', 'If additional capital is needed, we may not be able to obtain debt or equity financing on terms favorable to us, or at all.']"
69,23,69_stimulate_rock_stimulate production_water sand,"['stimulate', 'rock', 'stimulate production', 'water sand', 'sand', 'formations', 'hydraulic fracturing', 'hydraulic', 'involves', 'use hydraulic', 'fracturing', 'chemicals']","['The process involves the injection of water, sand or other proppant and chemical additives under pressure into the targeted subsurface formations to fracture the surrounding rock and stimulate production.', 'The process, which involves the injection of water, sand and chemicals under pressure into formations to fracture the surrounding rock and stimulate production, is typically regulated by state oil and natural gas commissions.', 'Hydraulic fracturing involves the injection of water, sand or other proppants and chemicals under pressure into rock formations to stimulate oil and natural gas production.']"
70,23,70_proceeds_borrowings revolving_debt equity_offerings,"['proceeds', 'borrowings revolving', 'debt equity', 'offerings', 'equity', 'fund', 'capital expenditures', 'borrowings', 'operations proceeds', 'revolving credit', 'cash generated', 'equity offerings']","['We intend to finance our future capital expenditures primarily through cash flows provided by operating activities, borrowings under our Revolving Credit Facilities and cash settlements of derivative contracts; however, our financing needs may require us to alter or increase our capitalization substantially through the issuance of additional debt or equity securities or the sale of non-strategic assets.', 'We intend to finance our future capital expenditures with cash flow from operations, proceeds from offerings of our debt and equity securities and borrowings under our revolving credit facility.', 'We expect that we will continue to fund a portion of our capital expenditures with borrowings under the revolving credit facility, cash flow from operations and the proceeds from debt and equity offerings.']"
71,22,71_tax_tax law_income_tax laws,"['tax', 'tax law', 'income', 'tax laws', 'income tax', 'interpretations assumptions', 'changes', 'changes interpretations', 'deductions', 'taxes', 'changes tax', 'interpretations']","['The ultimate impact of the Tax Act may differ from our estimates due to changes in interpretations and assumptions made by us as well as additional regulatory guidance that may be issued, and any such changes in our interpretations and assumptions could have an adverse effect on our business, results of operations, financial condition and cash flow.', 'Changes in tax laws, tax rates, tariffs, adverse positions taken by taxing authorities, and tax audits could impact operating results.', 'Changes in tax laws, tax rates, tariffs, changes in interpretation of tax laws, the resolution of tax assessments or audits by various tax authorities, and the ability to fully utilize tax loss carryforwards and tax credits could impact our operating results, including additional valuation allowances for deferred tax assets.']"
72,22,72_million_senior unsecured_unsecured_senior,"['million', 'senior unsecured', 'unsecured', 'senior', 'long term', 'million outstanding', 'long', 'relating', 'term', 'elected', 'outstanding', 'commitment']","['8 million of long-term senior unsecured debt relating to our 6.', '0 million of long-term senior unsecured debt relating to our 6.', '0 million of long-term senior unsecured debt relating to our 5.']"
73,22,73_title_defects_title defects_work,"['title', 'defects', 'title defects', 'work', 'correct', 'properties invest', 'incur losses', 'invest', 'marketability', 'deficiencies', 'suffer financial', 'assignment']","['We may incur losses as a result of title defects in the properties in which we invest.', 'We may incur losses as a result of title defects in the properties in which we invest.', 'We may incur losses as a result of title defects in the properties in which we invest.']"
74,22,74_libor_2021_methodologies_replacement,"['libor', '2021', 'methodologies', 'replacement', 'transition', 'replacement rates', 'rates', 'authority', 'july', 'announced', 'reference', 'submit']","['On July 27, 2017, the U. K. Financial Conduct Authority (the authority that regulates LIBOR) announced that it intends to stop compelling banks to submit rates for the calculation of LIBOR after 2021.', 'Financial industry working groups are developing replacement rates and methodologies to transition existing agreements that depend on LIBOR as a reference rate; however, we can provide no assurance that market-accepted rates and transition methodologies will be available and finalized at the time of LIBOR cessation.', 'Financial industry working groups are developing replacement rates and methodologies to transition existing agreements that depend on LIBOR as a reference rate; however, we can provide no assurance that market-accepted rates and transition methodologies will be available and finalized at the time of LIBOR cessation.']"
75,22,75_climate_weather_climate change_extreme weather,"['climate', 'weather', 'climate change', 'extreme weather', 'physical effects', 'physical', 'effects climate', 'extreme', 'change', 'demand products', 'effects', 'reduce demand']","['Our E&P and midstream operations are subject to a number of risks arising out of concerns regarding the threat of climate change that could result in increased operating costs and costs of compliance, limit the areas in which crude oil and natural gas production may occur, and reduce demand for the crude oil and natural gas that we produce or provide midstream services for while the physical effects of climate change could disrupt our production or midstream services and cause us to incur significant costs in preparing for or responding to those effects.', 'Significant physical effects of climate change could also have an indirect effect on our financing and operations by disrupting the transportation or process-related services provided by midstream companies, service companies, or suppliers with whom we have a business relationship.', 'Significant physical effects of climate change could also have an indirect effect on our financing and operations by disrupting the transportation or process-related services provided by us or other midstream companies, service companies or suppliers with whom we have a business relationship.']"
76,22,76_continue incur_incur substantial_expenditures_governmental laws,"['continue incur', 'incur substantial', 'expenditures', 'governmental laws', 'laws regulations', 'compliance', 'laws', 'remediation', 'expenditures comply', 'regulations', 'comply', 'environmental laws']","['24 We have incurred and will continue to incur substantial capital, operating and maintenance, and remediation expenditures as a result of these laws and regulations.', 'We expect to continue to incur substantial capital expenditures and operatingcosts as a result of our compliance with existing and future environmentallaws and regulations.', 'We have incurred and will continue to incur substantial capital, operating and maintenance, and remediation expenditures as a result of these laws and regulations.']"
