Topic,Count,Name,Representation,Representative_Docs
37,27,37_intellectual property_intellectual_property rights_rights,"['intellectual property', 'intellectual', 'property rights', 'rights', 'property', 'license', 'trade secrets', 'secrets', 'enforce', 'maintain protect', 'licenses', 'obtain maintain']","['Baker Hughes Company 2021 Form 10-K | 20TECHNOLOGY RISKSAn inability to obtain, maintain, protect or enforce our intellectual property rights could adversely affect our business.', 'Third parties may claim that we have infringed upon or otherwise violated their intellectual property rights.', 'Our intellectual property rights may fail to provide us with significant competitive advantages, particularly in foreign jurisdictions where we have not invested in an intellectual property portfolio or that do not have, or do not enforce, strong intellectual property rights.']"
38,26,38_reserves_decline_replace_proved,"['reserves', 'decline', 'replace', 'proved', 'proved reserves', 'unless', 'reserves production', 'containing', 'successful', 'production decline', 'replace oil', 'successful development']","['Unless we replace our crude oil and natural gas reserves, our reserves and production will decline, which could adversely affect our business, financial condition and results of operations.', 'Unless we replace our oil and natural gas reserves, our reserves and production will decline, which would adversely affect our business, financial condition, results of operations and cash flows.', 'Unless we replace our oil and natural gas reserves, our reserves and production will decline, which would adversely affect our business, financial condition, results of operations and cash flows.']"
39,26,39_injury loss_life_damage_injury,"['injury loss', 'life', 'damage', 'injury', 'loss', 'property', 'loss life', 'destruction property', 'natural resources', 'damage destruction', 'pollution', 'destruction']","['Any of these risks could result in substantial losses due to personal injury and/or loss of life, severe damage to and destruction of property, equipment and natural resources, pollution or other environmental damage, loss of hydrocarbons, disruptions to our operations, regulatory investigations and penalties, suspension of our operations, repair and remediation costs, and loss of sensitive confidential information.', 'Any of these risks could adversely affect our ability to conduct operations or result in substantial losses to us as a result of: injury or loss of life; damage to and destruction of property, natural resources and equipment; 35Table of Contentspollution and other environmental damage and associated clean-up responsibilities; regulatory investigations, penalties or other sanctions; suspension of our operations; andrepair and remediation costs.', 'Any of these risks could adversely affect our ability to conduct operations or result in substantial losses to us as a result of: injury or loss of life; damage to and destruction of property, natural resources and equipment; pollution and other environmental damage; regulatory investigations and penalties; suspension of our operations; andrepair and remediation costs.']"
40,26,40_compliance costs_compliance_laws regulations_revised,"['compliance costs', 'compliance', 'laws regulations', 'revised', 'costs', 'regulations', 'laws', 'increased compliance', 'existing laws', 'result increased', 'regulations revised', 'increase']","['Revised or additional regulations that result in increased compliance costs or additional operating restrictions, particularly if those costs are not fully recoverable from our customers, could have a material adverse effect on our business, financial position, results of operations and prospects.', 'In addition, our costs of compliance may increase if existing laws and regulations are revised or reinterpreted, or if new laws and regulations become applicable to our operations.', 'Our operating and other compliance costs could increase further if existing laws and regulations are revised or reinterpreted, or if new laws and regulations become applicable to our operations.']"
41,26,41_approximately_total_december31 2021_december31,"['approximately', 'total', 'december31 2021', 'december31', '2021', '31', 'undeveloped', 'acres', 'proved', '31 2021', 'december 31', 'basin']","['At December31, 2021, approximately 40% of our total proved reserves were undeveloped and approximately 4% of our total proved reserves were developed non-producing.', 'As of December 31, 2021, approximately 99% of our total net acreage in the Williston Basin was held by production.', 'The combined net acreage expiring over the next three years represents approximately one percent of our total net undeveloped acreage as of December31, 2021.']"
42,26,42_wellhead price_gas wellhead_prices_wellhead,"['wellhead price', 'gas wellhead', 'prices', 'wellhead', 'price receive', 'prices adversely', 'benchmark', 'differential', 'refined', 'increase differential', 'benchmark prices', 'production adversely']","['An increase in the differential between the NYMEX or other benchmark prices of oil and natural gas and the wellhead price we receive for our production could adversely affect our financial condition.', 'An increase in the differential between the NYMEX or other benchmark prices of oil and natural gas and the wellhead price we receive for our production could adversely affect our business, financial condition, results of operations and cash flows.', 'See Risks Related to our Financial ConditionAn increase in the differential between the NYMEX or other benchmark prices of oil and natural gas and the wellhead price we receive for our production could adversely affect our business, financial condition, results of operations and cash flows.']"
43,25,43_quantities present_materially affect_value reserves_present value,"['quantities present', 'materially affect', 'value reserves', 'present value', 'quantities', 'inaccuracies', 'assumptions materially', 'present', 'estimates', 'reserve estimates', 'affect quantities', 'underlying assumptions']","['Any significant inaccuracies in these reserve estimates or underlying assumptions will materially affect the quantities and present value of our reserves below.', 'Any significant inaccuracies in these reserve estimates or underlying assumptions will materially affect the quantities and present value of our reserves.', 'Any significant inaccuracies in these reserve estimates or underlying assumptions will materially affect the quantities and present value of our reserves below.']"
44,25,44_co2_unconventional_latest_geographically concentrated,"['co2', 'unconventional', 'latest', 'geographically concentrated', 'basin', 'shale', 'geographically', 'eor', 'co2 eor', 'completion techniques', 'producing properties', 'texas']","['Almost all of our current oil and natural gas production and our proved reserves are attributable to our properties in the Delaware Basin in Southeast New Mexico and West Texas, the Eagle Ford shale in South Texas and the Haynesville shale in Northwest Louisiana.', 'Furthermore, our exploration and production operations involve using some of the latest drilling and completion techniques developed by us, other operators and service providers.', 'Our operations involve utilizing the latest drilling and completion techniques as developed by us and our service providers in order to maximize cumulative recoveries and therefore generate the highest possible returns.']"
45,25,45_unrest_civil unrest_political_terrorism,"['unrest', 'civil unrest', 'political', 'terrorism', 'countries', 'civil', 'instability', 'social', 'economic', 'armed', 'illegal', 'geopolitical']","['Other political and economic risks include global pandemics; financial market turmoil; economic volatility and global economic slowdown; currency exchange rate fluctuations; short-term and long-term inflationary pressures; import or export restrictions and changes in trade regulations; supply chain disruptions; acts of terrorism, war, civil unrest and other political risks; limitations in the availability of labor to develop, staff and manage operations; and potentially adverse tax developments.', 'In addition, Occidental has experienced and may continue to experience adverse consequences, such as risk of loss or production limitations, because certain of its international operations are located in countries affected by political instability, nationalizations, corruption, armed conflict, terrorism, insurgency, civil unrest, security problems, labor unrest, Organization of the Petroleum Exporting Countries (OPEC) production restrictions, equipment import restrictions and sanctions.', 'These factors include, but are not limited to, the following: uncertain or volatile political, social and economic conditions; 11 exposure to expropriation, nationalization, deprivation or confiscation of our assets or the assets of our customers, or other governmental actions; social unrest, acts of terrorism, war or other armed conflict; public health crises and other catastrophic events, such as the COVID-19 pandemic; confiscatory taxation or other adverse tax policies; theft of, or lack of sufficient legal protection for, proprietary technology and other intellectual property; deprivation of contract rights; trade and economic sanctions or other restrictions imposed by the European Union, the United States or other regions or countries that could restrict or curtail our ability to operate in certain markets; unexpected changes in legal and regulatory requirements, including changes in interpretation or enforcement of existing laws; restrictions on the repatriation of income or capital; currency exchange controls; inflation; and currency exchange, rate fluctuations and devaluations.']"
46,24,46_changes supply_supply_supply demand_minor,"['changes supply', 'supply', 'supply demand', 'minor', 'relatively', 'fluctuations', 'factors control', 'wide fluctuations', 'demand', 'prices', 'ngls', 'feedstocks']","['Crude oil, natural gas and NGLs are commodities and, therefore, their prices are subject to wide fluctuations in response to relatively minor changes in supply and demand.', 'The prices are affected by a number of factors beyond our control, which include: weather conditions and seasonal trends; the domestic and foreign supply of and demand for natural gas, NGLs and oil; prevailing prices on local price indexes in the areas in which we operate and expectations about future commodity prices; national and worldwide economic and political conditions; new and competing exploratory finds of natural gas, NGLs and oil; changes in US. exports of natural gas, NGLs and oil; the effect of energy conservation efforts; the price, availability and consumer demand for alternative fuels; the availability, proximity, capacity and cost of pipelines, other transportation facilities, and gathering, processing and storage facilities and other factors that result in differentials to benchmark prices; technological advances affecting energy consumption and production; the actions of the Organization of Petroleum Exporting Countries; the level and effect of trading in commodity futures markets, including commodity price speculators and others; the cost of exploring for, developing, producing and transporting natural gas, NGLs and oil; risks associated with drilling, completion and production operations; anddomestic, local and foreign governmental regulations, tariffs and taxes, including environmental and climate change regulation.', 'Wide fluctuations in oil, gas, and NGL prices often result from relatively minor changes in the supply of and demand for oil, gas, and NGLs, market uncertainty, and other factors that are beyond our control, including: global and domestic supplies of oil, gas, and NGLs, and the productive capacity of the industry as a whole; the level of consumer demand for oil, gas, and NGLs; overall global and domestic economic conditions; weather conditions; the availability and capacity of gathering, transportation, processing, and/or refining facilities in asset-specific or localized areas; liquefied natural gas deliveries to and from the United States; the price and availability of alternative fuels or sources of energy; technological advances in, and regulations affecting, energy consumption and conservation; the ability of the members of the Organization of Petroleum Exporting Countries and other exporting countries to maintain effective oil price and production controls; 22political instability or armed conflict in oil or gas producing regions, such as the escalating tensions currently occurring between Russia and Ukraine; actual or perceived epidemic or pandemic risks; strengthening and weakening of the United States dollar relative to other currencies; inflation; stockholder activism or activities by non-governmental organizations to limit sources of funding or restrict the exploration and production of oil, gas, and NGLs and related infrastructure; andgovernmental regulations and taxes.']"
47,24,47_predict_time predict_possible time_possible,"['predict', 'time predict', 'possible time', 'possible', 'future laws', 'regulations', 'regulations adopted', 'legislation', 'time', 'impact business', 'emissions ghgs', 'enacted']","['It is not possible at this time to predict whether proposed legislation or regulations will be adopted, and any such future laws and regulations could result in additional compliance costs or additional operating restrictions.', 'Although it is not possible at this time to predict how legislation or new regulations that may be adopted to address GHG emissions would impact our business, any such future laws and regulations imposing reporting obligations on, or limiting emissions of GHGs from, our equipment and operations could require us to incur costs to reduce emissions of GHGs associated with our operations.', 'Although it is not possible at this time to predict how this legislation or any new regulations that may be adopted to address GHG emissions would impact our business, any such future laws and regulations that limit emissions of GHGs could adversely affect demand for the oil and natural gas that we produce.']"
48,24,48_seismic activity_activity_regulatory agencies_agencies,"['seismic activity', 'activity', 'regulatory agencies', 'agencies', 'induced seismicity', 'induced', 'seismic', 'seismicity', 'possible', 'injection wells', 'fracturing', 'hydraulic fracturing']","['State and federal regulatory agencies recently have focused on a possible connection between the operation of injection wells used for produced water disposal and the increased occurrence of seismic activity.', 'Further, state and federal regulatory agencies have focused on a possible connection between the operation of injection wells used for oil and gas waste disposal and seismic activity in recent years.', 'State and federal regulatory agencies have recently focused on a possible connection between hydraulic fracturing-related activities, particularly the underground injection of wastewater into disposal wells, and the increased occurrence of seismic activity, and regulatory agencies at all levels are continuing to study the possible linkage between oil and gas activity and induced seismicity.']"
49,24,49_title_defects_title defects_acreage,"['title', 'defects', 'title defects', 'acreage', 'leases', 'lease', 'properties invest', 'properties', 'unproved', 'greater risk', 'incur losses', 'render']","['If there are any title defects or defects in assignment of leasehold rights in properties in which we hold an interest, we will suffer a financial loss.', 'Undeveloped acreage has greater risk of title defects than developed acreage and title insurance is not generally available for oil and gas properties.', 'Additionally, undeveloped acreage has greater risk of title defects than developed acreage.']"
50,23,50_reserves economically_success_highly dependent_finding,"['reserves economically', 'success', 'highly dependent', 'finding', 'acquiring additional', 'acquiring', 'efficiently', 'economically', 'current reserves', 'highly', 'reserves', 'dependent']","['Our future crude oil and natural gas reserves and production, and therefore our cash flows and income, are highly dependent on our success in efficiently developing and exploiting our current reserves and economically finding or acquiring additional recoverable reserves.', 'Our future oil, NGL and natural gas reserves and production, and therefore our future cash flow and results of operations, are highly dependent on our success in efficiently developing and exploiting our current reserves and economically finding or acquiring additional recoverable reserves.', 'Our future oil and natural gas reserves and production, and therefore our cash flow and results of operations, are highly dependent on our success in efficiently developing and exploiting our current reserves and economically finding or acquiring additional recoverable reserves.']"
51,23,51_district_court_district court_decision,"['district', 'court', 'district court', 'decision', 'court district', 'eis', '2020', 'dapl', 'lease sale', 'july', 'california', 'bureau']","['However, in October 2020, the US. District Court for the District of Wyoming found that the BLM exceeded its statutory authority and acted arbitrarily in promulgating the 2016 Waste Prevention Rule.', 'Following this decision by the District Court for the District of Columbia vacating the November 2021 lease sale, there is uncertainty surrounding whether the sale can be revived and whether the single lease in which Kosmos was the apparent high bidder will be awarded.', 'Subsequently, in November 2021, the Biden administration resumed lease sales in the Gulf of Mexico; however, on January 27, 2022, in litigation brought by Friends of the Earth and other plaintiffs, the US. District Court for the District of Columbia vacated the November 2021 lease sale and the related agency decision making process, finding that the Bureau of Ocean Energy Management (BOEM) failed to consider the impact on foreign greenhouse gas emissions if the November 2021 lease sale was not held and the court determined that this failure was a violation of the National Environmental Policy Act.']"
52,23,52_petroleum contracts_petroleum_agreements_contracts,"['petroleum contracts', 'petroleum', 'agreements', 'contracts', 'transportation agreements', 'drill wells', 'contractually', 'enter', 'obligated drill', 'retain exploration', 'sales agreement', 'various petroleum']","['From time to time, we have entered into and may in the future enter into certain oil, natural gas or produced water gathering or transportation agreements, natural gas processing agreements, NGL transportation agreements, produced water disposal agreements or similar commercial arrangements with midstream companies, including San Mateo.', 'See Under the terms of our various license agreements, we are contractually obligated to drill wells and declare any discoveries in order to retain exploration and production rights.', 'Under the terms of our various petroleum contracts, we are contractually obligated to drill wells and declare any discoveries in order to retain exploration and production rights.']"
53,23,53_energy_technologies_solutions_energy transition,"['energy', 'technologies', 'solutions', 'energy transition', 'transition', 'technology', 'carbon', 'lcs', 'ccs', 'adapt', 'advanced', 'emerging']","['Our long-term success depends on our ability to effectively address the energy transition, which will require adapting our technology portfolio to potentially changing government requirements and customer preferences, as well as engaging with our customers to develop solutions to decarbonize oil and gas operations.', 'Our strategy depends on our ability to develop additional technologies and work with our customers and partners to advance new energy solutions such as carbon capture utilization and storage, hydrogen energy, geothermal, and other integrated solutions.', 'ExxonMobil has established a Low Carbon Solutions (LCS) business unit to advance the development and deployment of these technologies and projects, including CCS, hydrogen and advanced biofuels, breakthrough energy efficiency processes, advanced energy-saving materials, and other technologies.']"
54,23,54_attacks_cyber_incidents_assurance,"['attacks', 'cyber', 'incidents', 'assurance', 'security', 'threats', 'procedures controls', 'cyber incidents', 'remain', 'controls', 'incidents attacks', 'certain cyber']","['In addition, certain cyber incidents, such as surveillance, may remain undetected for an extended period.', 'In addition, certain cyber incidents, such as unauthorized surveillance or a cyber breach, may remain undetected for an extended period.', 'Although Occidental has implemented controls and multiple layers of security to mitigate the risks of a cyber attack that it believes are reasonable, there can be no assurance that such cyber security measures will be sufficient to prevent security breaches of its systems from occurring, and if a breach occurs, it may remain undetected for an extended period of time.']"
55,23,55_climate change_attention_climate_increasing attention,"['climate change', 'attention', 'climate', 'increasing attention', 'change', 'resulted increased', 'change resulted', 'increasing', 'private', 'public private', 'investigations', 'lawsuits']","['Finally, increasing attention to the risks of climate change has resulted in an increased possibility of lawsuits or investigations brought by public and private entities against oil and natural gas companies in connection with their greenhouse gas emissions.', 'In addition, increasing attention to the risks of climate change has resulted in an increased possibility of litigation or investigations brought by public and private entities against oil and gas companies in connection with their GHG emissions.', 'Increasing attention to the risks of climate change has resulted in an increased possibility of lawsuits brought by public and private entities against oil and natural gas companies in connection with their GHG emissions.']"
56,22,56_penalties_civil criminal_failure comply_criminal,"['penalties', 'civil criminal', 'failure comply', 'criminal', 'civil', 'comply', 'administrative', 'regulations result', 'comply laws', 'suspension termination', 'fines', 'termination operations']","['Failure to comply with applicable environmental and safety laws and regulations also may result in the suspension or termination of our operations and subject us to administrative, civil and criminal penalties as well as the imposition of corrective action requirements and orders.', 'Failure to comply with these laws and regulations also may result in the suspension or termination of our operations and subject us to administrative, civil and criminal penalties.', 'Failure to comply with these laws and regulations may result in the suspension or termination of operations and subject us to administrative, civil and criminal fines and penalties.']"
57,21,57_billion_outstanding_aggregate_million,"['billion', 'outstanding', 'aggregate', 'million', 'outstanding letters', 'borrowing', 'senior notes', 'aggregate principal', 'principal', 'notes', 'senior', 'credit agreement']","['8 billion in aggregate principal amount of previously outstanding Cimarex senior notes.', '8 billion in aggregate principal amount of new senior notes in exchange for $1.', 'Following completion of that exchange offer, approximately $200 million in aggregate principal amount of Cimarex senior notes remained outstanding.']"
58,21,58_liable_strict_liability_environmental laws,"['liable', 'strict', 'liability', 'environmental laws', 'laws', 'strict liability', 'hazardous', 'substances', 'fault', 'hazardous substances', 'certain environmental', 'applicable laws']","['These properties and the wastes disposed thereon or therefrom could be subject to stringent and costly investigatory or remedial requirements under applicable laws, some of which are strict liability laws without regard to fault or the legality of the original conduct, including CERCLA or the Superfund law, RCRA, the Clean Water Act, the CAA, the OPA, and analogous state laws.', 'Strict, joint and several liabilities may be imposed under certain environmental laws, which could cause us to become liable for the conduct of others or for consequences of our own actions that were in compliance with all applicable laws at the time those actions were taken.', 'Some environmental laws provide for joint and several strict liability for remediation of spills and releases of hazardous substances, and, as a result, we could be liable for the actions of others.']"
59,20,59_unavailable_shut_access oil_required shut,"['unavailable', 'shut', 'access oil', 'required shut', 'processing', 'access', 'reasons', 'gas ngl', 'ability sell', 'markets delay', 'transportation arrangements', 'access midstream']","['We may be required to shut in wells for lack of a market or because of inadequate or unavailable pipelines, gathering systems, processing facilities or trucking capacity.', 'The unavailability of satisfactory oil, natural gas and NGL gathering, processing and transportation arrangements may hinder our access to oil, natural gas and NGL markets or delay production from our wells.', 'Our ability to sell oil, gas, and NGLs, and/or receive market prices for our production, may be adversely affected by constraints on gathering systems, processing facilities, pipelines, and other transportation systems owned or operated by third-parties or by other interruptions beyond our control, which could obstruct, limit, or eliminate our access to oil, gas, and NGL markets.']"
60,20,60_proceedings_litigation_course business_course,"['proceedings', 'litigation', 'course business', 'course', 'ordinary course', 'involved various', 'time involved', 'ordinary', 'involved', 'claims', 'legal', 'legal proceedings']","['Oil and gas companies, such as us, can be involved in various legal proceedings, such as title or contractual disputes, in the ordinary course of business.', 'Like other similarly-situated oil and gas companies, we are from time to time involved in various legal, governmental and regulatory proceedings in the ordinary course of business including, but not limited to, commercial disputes, claims from royalty and surface owners, property damage claims, personal injury claims, regulatory compliance matters, disputes with tax authorities and other matters.', 'Like many oil and natural gas companies, we are from time to time involved in various legal and other proceedings, such as title, royalty or contractual disputes, regulatory compliance matters and personal injury or property damage matters, in the ordinary course of our business.']"
61,20,61_assessments_inherently_accuracy_inherently uncertain,"['assessments', 'inherently', 'accuracy', 'inherently uncertain', 'judgment', 'uncertain', 'discoveries prospects', 'extent quality', 'complex inherently', 'data vary', 'characteristics discoveries', 'quality reliability']","['The accuracy of these assessments is inherently uncertain.', 'The accuracy of these assessments is inherently uncertain.', 'The accuracy of these assessments is inherently uncertain.']"
62,20,62_rating_entirely_ratings_credit ratings,"['rating', 'entirely', 'ratings', 'credit ratings', 'warrant', 'lowered', 'circumstances warrant', 'rating agency', 'withdrawn', 'derivative instruments', 'mandatory clearing', 'clearing']","['Our or Phillips 66 Partners credit ratings could be lowered or withdrawn entirely by a rating agency if, in its judgment, the circumstances warrant.', 'We cannot assure you that our credit ratings will remain in effect for any given period of time or that a rating will not be lowered or withdrawn entirely by a rating agency if, in its judgment, circumstances so warrant.', 'We cannot provide assurance that any of our current credit ratings will remain in effect for any given period of time or that a credit rating will not be lowered or withdrawn entirely by a rating agency if, in its judgment, circumstances warrant.']"
63,20,63_sufficient_debt_financing sell_sufficient cash,"['sufficient', 'debt', 'financing sell', 'sufficient cash', 'financing', 'capital', 'liquidity', 'negotiate renewals', 'unable negotiate', 'funds unable', 'sell', 'sell significant']","['If we do not have sufficient funds and are otherwise unable to negotiate renewals of our borrowings or arrange new financing, we may have to sell significant assets.', 'If we do not have sufficient funds and are otherwise unable to negotiate renewals of our borrowings or arrange new financing, we may have to sell significant assets.', 'If we do not have sufficient funds and we are otherwise unable to negotiate renewals of our borrowings or arrange new financing, we may have to sell significant assets.']"
64,20,64_credit_rating_credit ratings_credit rating,"['credit', 'rating', 'credit ratings', 'credit rating', 'downgrade', 'ratings', 'debt', 'downgrade credit', 'investment grade', 'grade', 'letters credit', 'letters']","['Any downgrade in the credit ratings of Occidental could negatively impact its cost of, and ability to access, capital and to effectively execute aspects of its strategy and may require Occidental to provide cash collateral, letters of credit or other forms of security under certain contractual agreements, which would increase Occidentals operating costs and reduce liquidity.', 'Downgrades in our credit ratings by various credit rating agencies could impact our access to capital and materially adversely affect our business and financial condition.', 'Downgrades of our credit rating levels could have material adverse consequences on our business and future prospects and could: limit our ability to access capital markets, including for the purpose of refinancing our existing debt; cause us to refinance or issue debt with less favorable terms and conditions, which debt may restrict, among other things, our ability to make any dividend distributions or repurchase shares; negatively impact lenders willingness to transact business with us which could impact our ability to obtain favorable terms and conditions under our Credit Agreement; negatively impact current and prospective customers willingness to transact business with us; 31impose additional insurance, guarantee, bonding, and collateral requirements; limit our access to bank and third-party guarantees, surety bonds, and letters of credit; andcause our suppliers and financial institutions to lower or eliminate the level of credit provided through payment terms or intraday funding when dealing with us, thereby increasing the need for higher levels of cash on hand, which would decrease our ability to repay outstanding indebtedness.']"
65,20,65_sanctions_jones act_jones_vessels,"['sanctions', 'jones act', 'jones', 'vessels', 'trade', 'point', 'countries', 'colombia', 'coastwise', 'citizens', 'coastwise trade', 'trade sanctions']","['Our business would be adversely affected if we fail to comply with the Jones Act provisions on coastwise trade.', 'We are subject to the Jones Act, which generally restricts US. point-to-point maritime shipping to vessels operating under the US. flag, built in the US., owned and operated by US.-organized companies that are controlled and at least 75% owned by US. citizens and crewed by predominately US. citizens.', 'The Jones Act includes restrictions on ownership by non-US. citizens of our US. point to point maritime shipping vessels, and failure to comply with the Jones Act, or changes to or a repeal of the Jones Act, could limit our ability to operate our vessels in the US. coastwise trade, result in the forfeiture of our vessels or otherwise adversely impact our earnings, cash flows and operations.']"
66,19,66_economic_global_operating results_financial markets,"['economic', 'global', 'operating results', 'financial markets', 'markets', 'economies', 'economic conditions', 'impacts', 'uncertainty', 'conditions', 'global economic', 'impacts business']","['Historically, the United States and global economies and financial systems have experienced turmoil and upheaval characterized by extreme volatility in prices of equity and debt securities, periods of diminished liquidity and credit availability, inability to access capital markets, the bankruptcy, failure, collapse, or sale of financial institutions, inflation, and an unprecedented level of intervention by the United States federal government and other governments.', 'Unfavorable conditions such as a general slowdown of the global or US. economy, uncertainty and volatility in the financial markets, or inflation and rising interest rates, could materially adversely affect our operating results.', 'These potential impacts, while uncertain, could continue to adversely affect global economies and financial markets and result in a persistent economic downturn that could continue to have an adverse effect on the industries in which we and our customers operate and on the demand for our products, our operating results and our future prospects.']"
67,19,67_stimulate_hydraulic fracturing_hydraulic_fracturing,"['stimulate', 'hydraulic fracturing', 'hydraulic', 'fracturing', 'use hydraulic', 'sand', 'water sand', 'involves', 'formations', 'injection', 'pressure', 'chemicals']","['Hydraulic fracturing involves the pressurized injection of water, sand, and chemicals into the geologic formation to stimulate gas production and is a commonly used stimulation process employed by oil and gas exploration and production operators in the completion of certain oil and gas wells.', 'Hydraulic fracturing involves the injection of water, sand and chemicals under pressure into a formation to stimulate hydrocarbon production.', 'Hydraulic fracturing involves the injection of water, sand or other proppants and chemicals under pressure into rock formations to stimulate oil and natural gas production.']"
68,19,68_safety regulation_items_description_regulation,"['safety regulation', 'items', 'description', 'regulation', 'businessregulation', 'safety', 'businessenvironmental', 'items business', 'health safety', 'item', 'occupational health', 'occupational']","['See Item 1. BusinessRegulationEnvironmental and occupational health and safety regulation for more discussion on the threat of climate change and restriction of GHG emissions.', 'See Item 1. BusinessRegulationEnvironmental and occupational health and safety regulation for more discussion on these environmental and occupational health and safety matters.', 'See Item 1. BusinessRegulationEnvironmental and occupational health and safety regulation for more discussion on seismicity matters.']"
69,19,69_terms_able obtain_financing_satisfactory terms,"['terms', 'able obtain', 'financing', 'satisfactory terms', 'needed', 'favorable', 'continued access', 'satisfactory', 'financing available', 'financing satisfactory', 'able', 'obtain needed']","['Our exploration and production operations have substantial capital requirements, and we may not be able to obtain needed capital or financing on satisfactory terms.', 'For additional information, please read Risks Related to our Indebtedness, Hedging Activities and Financial PositionWe have substantial capital requirements, and we may not be able to obtain needed financing on satisfactory terms, if at all in this Item.', 'Risks Related to our Indebtedness, Hedging Activities and Financial PositionWe have substantial capital requirements, and we may not be able to obtain needed financing on satisfactory terms, if at all.']"
70,18,70_volatile_continue volatile_historically_likely continue,"['volatile', 'continue volatile', 'historically', 'likely continue', 'likely', 'continue', 'prices volatile', 'markets oil', 'markets', 'ngls volatile', 'extreme volatility', 'unrelated']","['Historically, the markets for crude oil, natural gas and NGLs have been volatile, and these markets will likely continue to be volatile in the future.', 'Historically, the market for oil, NGL and natural gas has been volatile and will likely continue to be volatile in the future.', 'Historically, the markets for oil and natural gas have been volatile and will likely continue to be volatile in the future.']"
71,18,71_tax_income_taxes_tax laws,"['tax', 'income', 'taxes', 'tax laws', 'deductions', 'income tax', 'federal income', 'changes tax', 'legislation', 'future legislation', 'tax rates', 'tax deductions']","['Changes in tax laws, tax rates, tariffs, changes in interpretation of tax laws, the resolution of tax assessments or audits by various tax authorities, and the ability to fully utilize tax loss carryforwards and tax credits could impact our operating results, including additional valuation allowances for deferred tax assets.', 'We are subject to federal, state and local taxes and may become subject to new taxes or have eliminated or reduced certain federal income tax deductions currently available with respect to oil and natural gas exploration and production activities as a result of future legislation, which could adversely affect our business, financial condition, results of operations and cash flows.', 'The most significant potential tax law changes that could impact us include increases in the regular income tax rate, a new minimum tax based on net income, a new excise tax on stock repurchases, the repeal of expensing intangible drilling costs or percentage depletion, the repeal of like-kind exchange tax deferral rules on real property and further limited deductibility of interest expense, any of which could adversely impact our current and deferred federal and state income tax liabilities.']"
72,18,72_derivatives_frank_dodd frank_dodd,"['derivatives', 'frank', 'dodd frank', 'dodd', 'frank act', 'derivative contracts', 'act', 'use derivatives', 'reduce', 'derivative', 'predictable', 'contracts']","['38Table of ContentsThe Dodd-Frank Act, the rules adopted thereunder and the Foreign Regulations could increase the cost of our derivative contracts, alter the terms of our derivative contracts, reduce the availability of derivatives to protect against the price risks we encounter, reduce our ability to monetize or restructure our existing derivative contracts, lessen the number of available counterparties and, in turn, increase our exposure to less creditworthy counterparties.', 'The Dodd-Frank Act and regulations could significantly increase the cost of derivative contracts, materially alter the terms of derivative contracts, reduce the availability of derivatives to protect against risks we encounter, reduce our ability to monetize or restructure our existing derivative contracts, and increase our exposure to less creditworthy counterparties.', 'The Dodd-Frank Act, the Adopted Derivatives Rules, and the US. Resolution Stay Rules could significantly increase the cost of our derivative contracts, materially alter the terms of our derivative contracts, reduce the availability of derivatives to us that we have historically used to protect against risks that we encounter in our business, reduce our ability to monetize or restructure our existing derivative contracts and increase our exposure to less creditworthy counterparties.']"
73,18,73_rates_ferc_tariff_charged,"['rates', 'ferc', 'tariff', 'charged', 'ferc state', 'rate increases', 'initiate', 'rates charged', 'file', 'commissions', 'shippers', 'pipelines']","['28Risks Related to RegulationThe FERC or state public utility commissions, such as the CPUC, may establish pipeline tariff rates that have a negative impact on us.', 'If a party with an economic interest were to file either a complaint against our tariff rates or protest any proposed increases to our tariff rates, or FERC were to initiate an investigation of our rates, then our rates could be subject to detailed review.', 'In addition, the FERC, state public utility commissions or our customers could initiate proceedings or file complaints challenging the tariff rates charged by our pipelines, which could have an adverse impact on us.']"
74,18,74_leasing_biden_biden administration_federal,"['leasing', 'biden', 'biden administration', 'federal', 'administration', 'lease orders', 'administration federal', 'interior', 'federal lease', 'lands', '2021', 'issued']","['In January 2021, the Biden administration issued the Biden Administration Federal Lease Orders, limiting the issuance of federal drilling permits and other federal approvals.', 'In January 2021, the Biden administration issued the Biden Administration Federal Lease Orders limiting the issuance of federal drilling permits and other necessary federal approvals.', 'In January 2021, the Biden administration issued the Biden Administration Federal Lease Orders limiting the issuance of federal drilling permits and other necessary federal approvals.']"
75,18,75_strategic relationships_contemplated_relationships_targets,"['strategic relationships', 'contemplated', 'relationships', 'targets', 'goals', 'able', 'guarantee', 'opportunities', 'aspirational', 'economic circumstances', 'lower carbon', 'plan']","['26Table of ContentsIndex to Financial StatementsWe may not be able to effectively identify, whether through acquisition, investment or development, lower-carbon opportunities on favorable terms, or at all, and failure to do so could limit our growth, our ability to participate in the energy transition, and our ability to meet our environmental goals and targets.', 'Moreover, economic or other circumstances may change from those contemplated by our 2022 plan, and our failure to recognize or respond to those changes may limit our ability to achieve our objectives.', 'Moreover, economic or other circumstances may change from those contemplated by our business plan, and our failure to recognize or respond to those changes may limit our ability to achieve our objectives.']"
