Topic,Count,Name,Representation,Representative_Docs
35,29,35_regulatory initiatives_delays_restrictions delays_increased,"['regulatory initiatives', 'delays', 'restrictions delays', 'increased', 'initiatives relating', 'initiatives', 'legislative regulatory', 'operating restrictions', 'relating hydraulic', 'restrictions', 'hydraulic fracturing', 'hydraulic']","['Federal, state and local legislative and regulatory initiatives relating to hydraulic fracturing and governmental reviews of such activities could result in increased costs and additional operating restrictions or delays in the completion of natural gas and oil wells, which could adversely affect our production.', 'Federal and state legislative and regulatory initiatives relating to hydraulic fracturing could result in increased costs and additional operating restrictions or delays.', 'Federal, state and local legislative and regulatory initiatives relating to hydraulic fracturing as well as governmental reviews of such activities could result in increased costs and additional operating restrictions or delays in the completion of crude oil and natural gas wells and adversely affect our production.']"
36,29,36_nymex_wti_henry_henry hub,"['nymex', 'wti', 'henry', 'henry hub', 'hub', 'ranged', 'price', 'barrel', '2020', '63', 'hub natural', 'bbl']","['The daily spot prices for NYMEX Henry Hub natural gas ranged from a high of $3.', 'During 2020, the daily spot prices for NYMEX West Texas Intermediate crude oil (NYMEX WTI) ranged from a high of $63.', 'For example, over the last five years, monthly NYMEX WTI oil and NYMEX Henry Hub gas prices ranged from highs of over $67 per Bbl and $4.']"
37,29,37_december31 2020_december31_total_approximately,"['december31 2020', 'december31', 'total', 'approximately', 'proved', '2020', 'percent', 'undeveloped', '2020 approximately', 'proved reserves', 'acres', 'total proved']","['As of December31, 2020, approximately 37 percent of our estimated proved reserves (by volume) were undeveloped.', 'During 2020, approximately 22% of the Companys total production was at fields operated by others, while at December31, 2020, approximately 13% of the Companys total proved reserves were at fields operated by others.', 'At December31, 2020, approximately 54% of our total proved reserves were undeveloped and less than 1% of our total proved reserves were developed non-producing.']"
38,29,38_intellectual_intellectual property_property rights_rights,"['intellectual', 'intellectual property', 'property rights', 'rights', 'property', 'ghanaian', 'secrets', 'trade secrets', 'disagreements', 'enforce', 'patent', 'maintain protect']","['Limitations on our ability to obtain, maintain, protect or enforce our intellectual property rights, including our trade secrets, could cause a loss in revenue and any competitive advantage we hold.', 'Third parties may claim that we have infringed upon, misappropriated or otherwise violated their intellectual property rights.', 'Our intellectual property rights may fail to provide us with significant competitive advantages, particularly in foreign jurisdictions where we have not invested in an intellectual property portfolio or that do not have, or do not enforce, strong intellectual property rights.']"
39,29,39_climate change_climate_emissions_change,"['climate change', 'climate', 'emissions', 'change', 'greenhouse', 'increased operating', 'result increased', 'gases', 'legislation', 'costs reduced', 'demand', 'greenhouse gases']","['Climate change laws and regulations restricting emissions of greenhouse gases could result in increased operating costs and reduced demand for the natural gas, NGLs and oil that we produce while potential physical effects of climate change could disrupt our production and cause us to incur significant costs in preparing for or responding to those effects.', 'Legislation or regulations restricting emissions of greenhouse gases could result in increased operating costs and reduced demand for the oil, natural gas and NGLs we produce, while the physical effects of climate change could disrupt our production and cause us to incur significant costs in preparing for or responding to those effects.', 'The adoption of climate change legislation or regulations restricting emissions of ""greenhouse gases"" could result in increased operating costs and reduced demand for the oil, NGL and natural gas we produce, while potential physical effects of climate change could disrupt our operations and cause us to incur significant costs in preparing for or responding to those effects.']"
40,28,40_ghg_emissions_ghg emissions_cap trade,"['ghg', 'emissions', 'ghg emissions', 'cap trade', 'cap', 'reduce emissions', 'legislation', 'regional', 'programs', 'greenhouse', 'ghgs', 'regulate']","['However, in the current absence of federal legislation to significantly reduce emissions of greenhouse gases to date, many state governments have established rules aimed at reducing greenhouse gas emissions, some including greenhouse gas cap and trade programs.', 'In the absence of such federal climate legislation, a number of state and regional efforts have emerged that are aimed at tracking and/or reducing GHG emissions by means of cap-and-trade programs that typically require major sources of GHG emissions, such as electric power plants, to acquire and surrender emission allowances in return for emitting those GHGs.', 'The United States Congress has from time to time considered adopting legislation to reduce emissions of GHGs, and almost one-half of the states have already taken measures to reduce emissions of GHGs through various measures, including, primarily through the planned development of GHG emission inventories, participation in and/or regional GHG cap and trade programs, and/or transition to clean energy.']"
41,28,41_viable_producing fields_know_techniques,"['viable', 'producing fields', 'know', 'techniques', 'available data', 'yield', 'economically viable', 'discoveries', 'drilling', 'quantities', 'fields', 'economically']","['There is no way to predict in advance of drilling and testing whether any particular location will yield crude oil or natural gas in sufficient quantities to recover drilling or completion costs or to be economically viable.', 'Accordingly, we do not know if any of our discoveries or prospects will contain oil or natural gas in sufficient quantities or quality to recover drilling and completion costs or to be economically viable.', 'Even when properly used and interpreted, 2D and 3D seismic data and visualization techniques are only tools used to assist geoscientists in identifying subsurface structures and hydrocarbon indicators and do not enable the interpreter to know whether hydrocarbons are, in fact, present in those structures.']"
42,28,42_insurance_covered insurance_uninsured_covered,"['insurance', 'covered insurance', 'uninsured', 'covered', 'occurrence', 'event', 'occurrence event', 'fully', 'coverage', 'insured', 'insurance coverage', 'results operations']","['The occurrence of an event that is not fully covered by insurance, or failure by one or more of our insurers to honor its coverage commitments for an insured event, could have a material adverse effect on our business, financial condition and results of operations.', 'The impact of litigation as well as the occurrence of an event that is not fully covered by insurance could have a material adverse effect on our business, financial condition and results of operations.', 'The occurrence of an event that is not fully covered by insurance could have a material adverse effect on our business, financial condition and results of operations.']"
43,28,43_cftc_dodd frank_dodd_frank,"['cftc', 'dodd frank', 'dodd', 'frank', 'swaps', 'frank act', 'act', 'clearing', 'futures', 'limits', 'position limits', 'clearing exchange']","['Although some of the rules necessary to implement the Dodd-Frank Act have yet to be adopted, the CFTC, the SEC and Prudential Regulators have issued numerous rules, including the End-User Exception, which exempts certain end-users from having to comply with mandatory clearing, a Margin Rule mandating margining for certain uncleared swaps, and a Position Limits Rule imposing federal position limits on certain futures contracts relating to energy products, including natural gas.', 'The Dodd-Frank Act and CFTC rules have also designated certain types of swaps (thus far, only certain interest rate swaps and credit default swaps) for mandatory clearing and exchange trading, and may designate other types of swaps for mandatory clearing and exchange trading in the future.', 'The Dodd-Frank Act requires the Commodity Futures Trading Commission (CFTC) and the SEC to promulgate rules and regulations implementing the Dodd-Frank Act.']"
44,28,44_interruptions_processing transportation_production wells_weather,"['interruptions', 'processing transportation', 'production wells', 'weather', 'transportation', 'processing', 'capacity', 'disproportionately', 'constraints', 'capacity constraints', 'facilities', 'interruptions production']","['As a result of this concentration, we may be disproportionately exposed to the impact of regional supply and demand factors, delays or interruptions of production from wells in these areas caused by, and costs associated with, governmental regulation, state and local political activities, processing or transportation capacity constraints, market limitations, availability of equipment and personnel, water shortages or other weather-related conditions, interruption of the processing or transportation of natural gas, 32Table of ContentsNGLs or oil and changes in state and local laws, judicial precedents, political regimes and regulations.', 'As a result, we may be disproportionately exposed to the impact of economics in the Williston Basin and the Permian Basin or delays or interruptions of production from those wells caused by transportation capacity constraints, curtailment of production, availability of equipment, facilities, personnel or services, significant governmental regulation, natural disasters, adverse weather conditions, plant closures for scheduled maintenance or interruption of transportation of crude oil or natural gas produced from the wells in those areas.', 'As a result of this concentration, we may be disproportionately exposed to the impact of regional transportation constraints, supply and demand factors, delays or interruptions of production from wells in this area caused by governmental regulation, processing and storage capacity constraints, market limitations, water shortages, interruption of the processing or transportation of oil or natural gas, as well as impacts from extreme weather or other natural disasters impacting the Permian Basin, such as the freezing of wells and pipelines in the Permian Basin or a decision by ERCOT to implement statewide electricity blackouts due to supply/demand imbalances in the electricity grid caused by the extreme cold weather.']"
45,27,45_assurance_petroleum contracts_provide assurance_specifications,"['assurance', 'petroleum contracts', 'provide assurance', 'specifications', 'able', 'contracts', 'agreements', 'property rights', 'petroleum', 'terms', 'assurance given', 'relinquishment']","['We cannot provide assurance that our products will be able to satisfy the specifications or that we will be able to perform the full-scale testing necessary to prove that the product specifications are satisfied in future contract bids or under existing contracts, or that the costs of modifications to our products to satisfy the specifications and testing will not adversely affect our results of operations.', 'There can be no assurance that the steps we take to obtain, maintain, protect and enforce our intellectual property rights will be adequate.', 'There can be no assurance that the steps we take to obtain, maintain, protect and enforce our intellectual property rights will be completely adequate.']"
46,27,46_reduce demand_fuel_demand_energy,"['reduce demand', 'fuel', 'demand', 'energy', 'energy sources', 'reduce', 'fuels', 'alternative energy', 'alternative', 'conservation measures', 'competitiveness', 'demand oil']","['Fuel conservation measures, alternative fuel requirements, increasing consumer demand for alternatives to natural gas and oil, technological advances in fuel economy and energy generation devices could reduce demand for natural gas and oil.', 'Furthermore, fuel conservation measures, alternative fuel requirements, increasing consumer demand for alternatives to oil and natural gas, technological advances in fuel economy and energy generation devices could reduce demand for oil and natural gas.', 'Fuel conservation measures, alternative fuel requirements, increasing consumer demand for alternatives to oil and natural gas, technological advances in fuel economy and energy generation devices, and the increased competitiveness of alternative energy sources could reduce demand for oil and natural gas.']"
47,27,47_decline_reserves_replace_unless,"['decline', 'reserves', 'replace', 'unless', 'successful', 'proved', 'reserves proved', 'production decline', 'proved reserves', 'containing', 'reserves production', 'development activities']","['Therefore, our estimated proved reserves and future oil, gas and NGL production will decline materially as reserves are produced unless we conduct successful exploration and development activities, such as identifying additional producing zones in existing wells, utilizing secondary or tertiary recovery techniques or acquiring additional properties containing proved reserves.', 'Unless we replace our oil and natural gas reserves, our reserves and production will decline, which would adversely affect our business, financial condition, results of operations and cash flows.', 'Unless we replace our oil and natural gas reserves, our reserves and production will decline, which would adversely affect our business, financial condition, results of operations and cash flows.']"
48,26,48_processing_processing facilities_facilities_depends,"['processing', 'processing facilities', 'facilities', 'depends', 'availability proximity', 'capacity gathering', 'owned', 'availability', 'lng', 'proximity capacity', 'capacity', 'owned operated']","['Our delivery of natural gas, NGLs and oil depends upon the availability, proximity and capacity of pipelines, other transportation facilities and gathering and processing facilities primarily owned by third parties, and our ability to contract with these third parties at competitive rates or at all.', 'Our ability to market our production depends in part on the availability, proximity and capacity of gathering systems, pipelines and processing facilities owned by midstream operators, including third parties and OMP.', 'The marketability of our oil, gas, and NGL production depends in part on the availability, proximity, and capacity of gathering systems, processing facilities, pipelines, and other transportation systems, which are generally owned or operated by third parties.']"
49,26,49_predict_predict future_reflected_unable predict,"['predict', 'predict future', 'reflected', 'unable predict', 'historical', 'consolidated financial', 'future consolidated', 'historical financial', 'impacts changes', 'movements', 'couldbe', 'assurance demand']","['It is not possible to predict the effect of these changes, other reforms or the establishment of alternative reference rates in the United Kingdom, the United States or elsewhere.', 'At this time, it is not possible to predict the effect of any such changes, any establishment of alternative reference rates or any other reforms to LIBOR that may be implemented.', 'Due to the volatility of commodity prices, we are unable to predict future potential movements in the market prices for natural gas, NGLs and oil at our ultimate sales points and thus cannot predict the ultimate impact of prices on our operations.']"
50,26,50_court_rule_district_appeals,"['court', 'rule', 'district', 'appeals', 'circuit', 'court appeals', 'decision', 'stay', 'california', 'circuit court', 'district court', 'epa corps']","['On July 15, 2020, the US. Court of Appeals for the District of Columbia Circuit issued a temporary administrative stay while the court considers the merits of a longer-term emergency stay order through the appeals process.', 'The Northern District of California upheld the rescission in 2020, but this decision was then appealed to the Ninth Circuit Court of Appeals.', 'The BLM then finalized a revised rule in 2018 that scaled back the waste-prevention requirements of the 2016 rule, but this revised rule was vacated by a California federal district court in 2020, a decision which the BLM has appealed to the Ninth Circuit Court of Appeals.']"
51,25,51_competition_highly competitive_investment oil_industry,"['competition', 'highly competitive', 'investment oil', 'industry', 'capital available', 'gas industry', 'highly', 'competitive', 'industries', 'competes', 'investment', 'intense competition']","['Also, there is substantial competition for capital available for investment in the oil and natural gas industry.', 'Also, there is substantial competition for capital available for investment in the oil and natural gas industry.', 'Also, there is substantial competition for capital available for investment in the oil and gas industry.']"
52,24,52_ferc_interstate_gathering_commerce,"['ferc', 'interstate', 'gathering', 'commerce', 'oil pipeline', 'gathering facilities', 'breaks oil', 'breaks', 'rustler breaks', 'rustler', 'nga', 'fuels']","['We believe that the natural gas pipelines in our gathering systems meet the traditional tests FERC has used to establish a pipelines status as a gatherer not subject to FERC regulation.', 'We believe the other crude oil pipelines in our gathering systems meet the traditional tests FERC has used to establish a pipelines status as an intrastate facility not subject to FERC regulation.', 'While the nature of our gathering facilities is such that these facilities have not yet been regulated by FERC, the Rustler Breaks Oil Pipeline System does transport crude oil in interstate commerce and, therefore, is subject to FERC regulation.']"
53,24,53_drilling locations_locations_identified_potential drilling,"['drilling locations', 'locations', 'identified', 'potential drilling', 'drilling', 'scheduled', 'drilled', 'susceptible uncertainties', 'materially alter', 'uncertainties', 'making susceptible', 'uncertainties materially']","['Because of these uncertainties, we do not know if the numerous potential drilling locations we have identified will ever be drilled or if we will be able to produce crude oil or natural gas from these or any other potential drilling locations.', 'Our drilling locations are scheduled out over many years, making them susceptible to uncertainties that could materially alter the occurrence or timing of when they are drilled, if at all.', 'Our identified drilling locations are scheduled over several years, making them susceptible to uncertainties that could materially alter the occurrence or timing of their drilling.']"
54,23,54_paris_paris agreement_agreement_goals,"['paris', 'paris agreement', 'agreement', 'goals', 'nations', 'united', 'targets', '2016', 'november 2016', 'emissions targets', 'entered', 'united states']","['The United States was a signatory to the Paris Agreement, which entered into full force in November 2016.', 'An international climate agreement (the Paris Agreement) was agreed to at the 2015 United Nations Framework Convention on Climate Change in Paris, France.', 'The Paris Agreement was signed by the United States in April 2016 and entered into force on November 4, 2016; however, the Paris Agreement does not impose any binding obligations on its participants.']"
55,23,55_taxable income_taxable_income_net operating,"['taxable income', 'taxable', 'income', 'net operating', 'nols', 'ownership change', 'operating losses', 'section 382', '382', 'offset', 'section', 'ownership']","['If we were to experience an ownership change, we could be limited in our ability to use net operating losses arising prior to the ownership change to offset future taxable income.', 'If our federal net operating losses become subject to the limitation under Section 382 of the Code, we may be unable to fully utilize our federal net operating loss carryforwards to offset our taxable income, if any, in future years, which could have a negative impact on our financial position and results of operations.', 'Our ability to use our federal and state net operating losses to offset potential future taxable income and related income taxes that would otherwise be due is dependent upon our generation of future taxable income, including where our state losses are subject to expiration, before such state net operating losses expire, and we cannot predict with certainty when, or whether, we will generate sufficient taxable income to use all of our net operating losses.']"
56,23,56_water_dispose_water use_amounts water,"['water', 'dispose', 'water use', 'amounts water', 'sufficient amounts', 'water drilling', 'adequate supplies', 'water dispose', 'supplies water', 'operations unable', 'unable', 'inability']","['We may be unable to acquire adequate supplies of water for our drilling and hydraulic fracturing operations or unable to dispose of the water we use at a reasonable cost and pursuant to applicable environmental rules.', 'See Risks Related to our OperationsIf we are unable to acquire adequate supplies of water for our drilling and hydraulic fracturing operations or are unable to dispose of the water we use at a reasonable cost and pursuant to applicable environmental rules, our ability to produce oil and natural gas commercially and in commercial quantities could be impaired.', 'If we are unable to acquire adequate supplies of water for our drilling and hydraulic fracturing operations or are unable to dispose of the water we use at a reasonable cost and pursuant to applicable environmental rules, our ability to produce oil and natural gas commercially and in commercial quantities could be impaired.']"
57,23,57_damage_injury loss_life_injury,"['damage', 'injury loss', 'life', 'injury', 'pollution', 'loss', 'substantial losses', 'property', 'destruction property', 'natural resources', 'environmental pollution', 'damage destruction']","['Any of these risks could result in substantial losses due to personal injury and/or loss of life, severe damage to and destruction of property, equipment and natural resources, pollution or other environmental damage, loss of hydrocarbons, disruptions to our operations, regulatory investigations and penalties, suspension of our operations, repair and remediation costs, and loss of sensitive confidential information.', 'Any of these risks could adversely affect our ability to conduct operations or result in substantial losses to us as a result of: injury or loss of life; damage to and destruction of property, natural resources and equipment; pollution and other environmental damage and associated clean-up responsibilities; regulatory investigations, penalties or other sanctions; suspension of our operations; andrepair and remediation costs.', 'Any of these risks could adversely affect our ability to conduct operations or result in substantial losses to us as a result of: injury or loss of life; damage to and destruction of property, natural resources and equipment; pollution and other environmental damage; regulatory investigations and penalties; suspension of our operations; andrepair and remediation costs.']"
58,23,58_joint venture_venture_joint_partners,"['joint venture', 'venture', 'joint', 'partners', 'fulfill', 'general partner', 'obligations', 'partner', 'noble midstream', 'noble', '66 partners', 'meet']","['There is a risk our joint venture participants mayat any time have economic, business or legal interests or goals that are inconsistent withthose of the joint venture or us, or our jointventure partners may be unable to meet their economic or otherobligations and we may be required tofulfill those obligations alone.', 'If our joint venture partners do not fulfill their contractual and other obligations, the affected joint venture may be unable to operate according to its business plan, and we may be required to increase our level of financial commitment or seek third-party capital, which could dilute our ownership in the applicable joint venture.', 'Our joint venture partners may have economic, business or legal interests or goals that are inconsistent with ours or those of the joint venture, or our joint venture participants may be unable to meet their economic or other obligations, and we may be required to fulfill those obligations alone.']"
59,22,59_31_31 2020_december 31_2020,"['31', '31 2020', 'december 31', '2020', 'december', 'december31 2020', 'december31', '2020 approximately', 'approximately 33', '2020 recorded', 'approximately', '33']","['Additionally, as of December 31, 2020, $14.', 'As of December 31, 2020, we had $650.', 'At December 31, 2020, we had $1.']"
60,22,60_derivatives_dodd_dodd frank_frank,"['derivatives', 'dodd', 'dodd frank', 'frank', 'frank act', 'derivative contracts', 'act', 'derivative', 'use derivatives', 'reduce', 'predictable', 'availability derivatives']","['The Dodd-Frank Act, the rules adopted thereunder and the Foreign Regulations could increase the cost of our derivative contracts, alter the terms of our derivative contracts, reduce the availability of derivatives to protect against the price risks we encounter, reduce our ability to monetize or restructure our existing derivative contracts, lessen the number of available counterparties and, in turn, increase our exposure to less creditworthy counterparties.', 'The Dodd-Frank Act and regulations could significantly increase the cost of derivative contracts, materially alter the terms of derivative contracts, reduce the availability of derivatives to protect against risks we encounter, reduce our ability to monetize or restructure our existing derivative contracts, and increase our exposure to less creditworthy counterparties.', 'The Dodd-Frank Act, the Adopted Derivatives Rules, and the US. Resolution Stay Rules could significantly increase the cost of our derivative contracts, materially alter the terms of our derivative contracts, reduce the availability of derivatives to us that we have historically used to protect against risks that we encounter in our business, reduce our ability to monetize or restructure our existing derivative contracts and increase our exposure to less creditworthy counterparties.']"
61,22,61_estimates_inaccurate_production history_reserves based,"['estimates', 'inaccurate', 'production history', 'reserves based', 'based assumptions', 'proved reserves', 'history', 'proved', 'assumptions', 'assumptions turn', 'turn inaccurate', 'reserve estimates']","['Our estimated proved reserves are based on many assumptions that may turn out to be inaccurate.', 'Our estimated net proved reserves are based on many assumptions that may turn out to be inaccurate.', 'See also Our estimated net proved reserves are based on many assumptions that may turn out to be inaccurate.']"
62,22,62_rock_stimulate_sand_water sand,"['rock', 'stimulate', 'sand', 'water sand', 'hydraulic fracturing', 'hydraulic', 'fracturing', 'use hydraulic', 'formations', 'involves', 'injection', 'chemicals']","['The process involves the injection of water, sand or other proppant and chemical additives under pressure into the targeted subsurface formations to fracture the surrounding rock and stimulate production.', 'Hydraulic fracturing involves the injection of water, sand and chemicals under pressure into a formation to stimulate hydrocarbon production.', 'Hydraulic fracturing involves the injection of water, sand or other proppants and chemicals under pressure into rock formations to stimulate oil and natural gas production.']"
63,22,63_capital_additional capital_raise_fund,"['capital', 'additional capital', 'raise', 'fund', 'external financing', 'access external', 'acceptable terms', 'external', 'capital necessary', 'available', 'raise additional', 'sufficient']","['If our cash flows from operations or the borrowing capacity under our credit facility are insufficient to fund our capital expenditures and we are unable to obtain the capital necessary for our planned capital budget or our operations, we could be required to curtail our operations and the development of our properties, which in turn could lead to a decline in our reserves and production, and could adversely affect our business, results of operations and financial position.', 'See Our business plan requires substantial additional capital, which we may be unable to raise on acceptable terms or at all in the future, which may in turn limit our ability to develop our exploration, appraisal, development and production activities.', 'Our business plan requires substantial additional capital, which we may be unable to raise on acceptable terms or at all in the future, which may in turn limit our ability to develop our exploration, appraisal, development and production activities.']"
64,22,64_sanctions_jones act_jones_countries,"['sanctions', 'jones act', 'jones', 'countries', 'vessels', 'trade', 'point', 'coastwise', 'foreign', 'certain countries', 'doing business', 'citizens']","['If we do not comply with any of these requirements, we would be prohibited from operating our vessels in the US. coastwise trade and, under certain circumstances, we could be deemed to have undertaken an unapproved transfer to non-US. citizens that could result in severe penalties, including permanent loss of US. coastwise trading rights for our vessels, fines or forfeiture of vessels.', 'We are subject to the Jones Act, which generally restricts US. point-to-point maritime shipping to vessels operating under the US. flag, built in the US., owned and operated by US.-organized companies that are controlled and at least 75% owned by US. citizens and crewed by predominately US. citizens.', 'The Jones Act includes restrictions on ownership by non-US. citizens of our US. point to point maritime shipping vessels, and failure to comply with the Jones Act, or changes to or a repeal of the Jones Act, could limit our ability to operate our vessels in the US. coastwise trade, result in the forfeiture of our vessels or otherwise adversely impact our earnings, cash flows and operations.']"
65,21,65_high cost_unavailability_equipment supplies_high,"['high cost', 'unavailability', 'equipment supplies', 'high', 'supplies', 'supplies personnel', 'budget', 'unavailability high', 'shortages', 'equipment', 'timely basis', 'rigs']","['The unavailability or high cost of additional oilfield services, including personnel, drilling rigs, equipment and supplies, as well as fees for the cancellation of such services, could adversely affect our ability to execute our exploration and development plans within our budget and on a timely basis.', 'The unavailability or high cost of additional drilling rigs, completion services, equipment, supplies, personnel, and oilfield services could adversely affect our ability to execute our exploration and development plans within our budget and on a timely basis.', 'The unavailability or high cost of additional drilling rigs, equipment, supplies, personnel and oilfield services or the unavailability of sufficient transportation for our production could adversely affect our ability to execute our exploration and development plans within our budget and on a timely basis.']"
66,21,66_integration_integrating_integration process_acquired,"['integration', 'integrating', 'integration process', 'acquired', 'process', 'significant acquisitions', 'challenge', 'management', 'integrating acquired', 'acquired operations', 'businesses properties', 'acquisitions']","['Significant acquisitions and other strategic transactions may involve other risks, including: diversion of our managements attention to evaluating, negotiating and integrating significant acquisitions and strategic transactions; the challenge and cost of integrating acquired operations, information management and other technology systems and business cultures with those of our operations while carrying on our ongoing business; difficulty associated with coordinating geographically separate organizations; an inability to secure, on acceptable terms, sufficient financing that may be required in connection with expanded operations and unknown liabilities; andthe challenge of attracting and retaining personnel associated with acquired operations.', 'It is possible that the integration process could result in the loss of key employees, the loss of customers, the disruption of our ongoing businesses, inconsistencies in standards, controls, procedures and policies, unexpected integration issues, higher than expected integration costs and an overall postcompletion integration process that takes longer than originally anticipated.', 'Significant acquisitions and other strategic transactions may involve other risks, including: diversion of our managements attention to evaluating, negotiating and integrating significant acquisitions and strategic transactions; the challenge and cost of integrating acquired operations, information management and other technology systems and business cultures with those of ours while carrying on our ongoing business; difficulty associated with coordinating geographically separate organizations; andthe challenge of attracting and retaining personnel associated with acquired operations.']"
67,21,67_mmbtu_bbl_low_14,"['mmbtu', 'bbl', 'low', '14', '12', 'respectively', 'compared', '48', 'bbl early', 'early january', '37', '33 mmbtu']","['96 per MMBTU in 2017.', '58 per MMBTU.', '03 per MMBTU.']"
68,20,68_wells_production activities_water_delays,"['wells', 'production activities', 'water', 'delays', 'extent predicted', 'fracturing wells', 'governing withdrawal', 'groundwater necessary', 'withdrawal storage', 'use surface', 'interruptions termination', 'necessary hydraulic']","['Compliance with environmental regulations, surface use agreements, and permit requirements governing the withdrawal, storage, and use of surface water or groundwater necessary for hydraulic fracturing of wells may increase our operating costs and cause delays, interruptions, or termination of our operations, the extent of which cannot be predicted, all of which could have an adverse effect on our operations and financial condition.', 'Compliance with environmental regulations and permit requirements governing the withdrawal, storage and use of surface water or groundwater necessary for hydraulic fracturing of wells may increase our operating costs and cause delays, interruptions or termination of our operations, the extent of which cannot be predicted, all of which could have an adverse effect on our operations and financial condition.', 'Compliance with environmental regulations and permit requirements governing the withdrawal, storage and use of surface water or groundwater necessary for hydraulic fracturing of wells may increase our operating costs and cause delays, interruptions or termination of our operations, the extent of which cannot be predicted, all of which could have an adverse effect on our operations and financial condition.']"
69,20,69_weather_extreme weather_climate_extreme,"['weather', 'extreme weather', 'climate', 'extreme', 'climate change', 'severe', 'weather conditions', 'change', 'storm', 'physical', 'severe weather', 'conditions']","['Extreme weather conditions can interfere with our production and increase our costs, and damage resulting from extreme weather may not be fully insured.', '11 Severe weather, including extreme weather conditions associated with climate change, has in the past and may in the future adversely affect our operations and financial results.', 'However, at this time, we are unable to determine the extent to which climate change may lead to increased storm or weather hazards affecting our production and increase our costs, and damage resulting from extreme weather may not be fully insured.']"
70,19,70_equitrans_shares_equitrans midstream_common,"['equitrans', 'shares', 'equitrans midstream', 'common', 'common stock', 'stock', 'share', 'midstream', 'exchange', 'petrotal', 'beneficially owned', 'outstanding common']","['On February 26, 2020, we entered into share purchase agreements with Equitrans Midstream to sell approximately 50% of our equity interest in Equitrans Midstream to Equitrans Midstream (the Equitrans Share Exchange) in exchange for a combination of cash and fee relief under our gathering agreements with EQM.', ""We currently own 25, 296, 026 shares of Equitrans Midstream's common stock."", ""We intend to dispose of our remaining interest in Equitrans Midstream through one or more divestitures of our shares of Equitrans Midstream's common stock.""]"
71,19,71_pension_fossil_investment_fossil fuel,"['pension', 'fossil', 'investment', 'fossil fuel', 'funds', 'sovereign', 'wealth', 'funding', 'companies', 'including investment', 'divestment', 'fuel']","['In addition, there have been efforts in recent years aimed at the investment community, including investment advisors, sovereign wealth funds, public pension funds, universities and other groups, promoting the divestment of fossil fuel equities as well as to pressure lenders and other financial services companies to limit or curtail activities with companies engaged in the extraction of fossil fuel reserves, which, if successful, could limit our ability to access capital markets.', 'In addition, there have also been efforts in recent years to influence the investment community, including investment advisors and certain sovereign wealth, pension and endowment funds, promoting divestment of fossil fuel equities and pressuring lenders to limit funding to companies engaged in the extraction of fossil fuel reserves.', 'There also have been efforts in the investment community, including investment advisers and certain sovereign wealth, pension and endowment funds, as well as other stakeholders, promoting divestment of fossil fuel equities and pressuring lenders to limit funding to companies engaged in the extraction of fossil fuel reserves.']"
72,18,72_core assets_core_assets_strategy,"['core assets', 'core', 'assets', 'strategy', 'regularly', 'strategic transactions', 'efficiencies', 'strategic', 'growth strategy', 'purpose', 'business strategy', 'periodically']","['We regularly review our portfolio and pursue growth through acquisitionsand seek to divest non-core assets or businesses.', 'We also occasionally sell interests in core assets for the purpose of accelerating the development and increasing efficiencies in other core assets.', 'We regularly sell non-core assets in order to increase capital resources available for core assets and other purposes and to create organizational and operational efficiencies.']"
73,18,73_future rate_rate growth_profitability_changes natural,"['future rate', 'rate growth', 'profitability', 'changes natural', 'profitability future', 'heavily', 'growth', 'revenues operating', 'revenue profitability', 'lesser extent', 'prices', 'lesser']","['Our revenues, operating results, profitability, future rate of growth, and the carrying value of our oil and gas properties depend heavily on the prices we receive for oil, gas, and NGL sales.', 'The prices we receive for our oil, NGL and natural gas production heavily influence our revenue, profitability, access to capital and future rate of growth.', 'The prices we receive for our crude oil and, to a lesser extent, natural gas and NGLs, heavily influence our revenue, profitability, cash flow from operations, access to capital and future rate of growth.']"
74,18,74_laws regulations_new laws_compliance costs_compliance,"['laws regulations', 'new laws', 'compliance costs', 'compliance', 'existing laws', 'increased compliance', 'regulations', 'laws', 'costs', 'regulations revised', 'revised', 'incur costs']","['If existing laws and regulations are revised or reinterpreted, or if new laws and regulations become applicable to our operations or those of our service providers, such changes may affect the costs that we pay for such services or the results of business.', 'In addition, our costs of compliance may increase if existing laws and regulations are revised or reinterpreted, or if new laws and regulations become applicable to our operations.', 'Our operating and other compliance costs could increase further if existing laws and regulations are revised or reinterpreted, or if new laws and regulations become applicable to our operations.']"
75,18,75_derivative_swaps_exposure_instruments,"['derivative', 'swaps', 'exposure', 'instruments', 'enter', 'commodity derivative', 'enter derivative', 'flows reduce', 'future enter', 'commodity', 'fluctuations prices', 'production including']","['To achieve more predictable cash flows and reduce our exposure to adverse fluctuations in the prices of oil, NGL and natural gas, we enter into commodity derivative instrument contracts for a portion of our oil, NGL and natural gas production, including puts, swaps, collars, basis swaps and, in the past, call spreads.', 'To achieve more predictable cash flows and to reduce our exposure to adverse fluctuations in the prices of crude oil and natural gas, we currently, and may in the future, enter into derivative arrangements for a portion of our crude oil and natural gas production, including collars and fixed-price swaps.', 'To achieve more predictable cash flows and to reduce our exposure to adverse fluctuations in the prices of oil and natural gas, we have and may in the future enter into derivative arrangements for a portion of our oil and natural gas production, including, but not limited to, puts, collars and fixedprice swaps.']"
