Topic,Count,Name,Representation,Representative_Docs
33,101,33_cloud_platform_aws_infrastructure,"['cloud', 'platform', 'aws', 'infrastructure', 'public cloud', 'vendors', 'networks', 'azure', 'amazon', 'amazon web']","['With respect to on-premise infrastructure monitoring, we compete with diversified technology companies and systems management vendors including IBM, Microsoft Corporation, Micro Focus International plc, BMC Software, Inc. and Computer Associates International, Inc. With respect to APM, we compete with Cisco Systems, Inc., New Relic, Inc. and Dynatrace Software Inc. With respect to log management, we compete with Splunk Inc. and Elastic N. V. With respect to cloud monitoring, we compete with native solutions from cloud providers such as AWS, GCP and Microsoft Azure.', 'Cloud agnostic.', 'With respect to APM, we compete with Cisco Systems, Inc., New Relic, Inc. and Dynatrace Software Inc. With respect to Log management, we compete with Splunk Inc. and Elastic N. V. With respect to Cloud monitoring, we compete with native solutions from cloud providers such as Amazon Web Services, or AWS, Google Cloud Platform, or GCP, and Microsoft Azure.']"
34,99,34_components_materials_suppliers_limited number,"['components', 'materials', 'suppliers', 'limited number', 'manufacturers', 'single', 'distributors', 'products', 'number suppliers', 'contract manufacturers']","['Our products rely on key components, including merchant silicon chips, integrated circuit components, printed circuit boards, connectors, custom-tooled sheet metal and power supplies that we purchase or our contract manufacturers purchase on our behalf from a limited number of suppliers, including certain sole source providers.', 'Our operations depend on our ability to anticipate our needs for components, products and services, as well as the ability of our manufacturers, original design manufacturers, and suppliers to deliver sufficient quantities of quality components, products and services at reasonable prices and in time for us to meet critical schedules for the delivery of our own products and services.', 'While many components are generally available from a variety of sources, we and our contract manufacturers currently depend on a single or limited number of suppliers for several components for our products.']"
35,98,35_success_personnel_employees_chief,"['success', 'personnel', 'employees', 'chief', 'skilled', 'retain', 'executive', 'team', 'officer', 'depends']","['Our future success will depend in part on the continued service of our founders, senior management team, key technical employees, and other highly skilled employees, including Tony Xu, our co-founder and Chief Executive Officer, and on our ability to continue to identify, hire, develop, motivate, and retain talented employees.', 'Our future success also depends on our ability to attract, retain and motivate our management and skilled personnel.', 'Much of the Companys future success depends on the continued availability and service of key personnel, including its Chief Executive Officer, executive team and other highly skilled employees.']"
36,98,36_laws_regulations_safety_laws regulations,"['laws', 'regulations', 'safety', 'laws regulations', 'federal', 'requirements', 'state local', 'federal state', 'state', 'subject']","['Our business is subject to regulation by various federal, state, local, and foreign governmental agencies, including agencies responsible for monitoring and enforcing compliance with various legal obligations, such as privacy and data protection laws and regulations, intellectual property laws, employment and labor laws, workplace safety, environmental laws, consumer protection laws, anti-bribery laws, governmental trade sanctions laws, import and export controls, anti-corruption and anti-bribery laws, federal securities laws, and tax laws and regulations.', 'Our business is subject to regulation by various federal, state, local and foreign governmental agencies, including agencies responsible for monitoring and enforcing employment and labor laws, workplace safety, product safety, environmental laws, consumer protection laws, privacy, data protection, anti-bribery laws, import/export controls, conflict minerals, federal securities laws and tax laws and regulations.', 'Our business is subject to regulation by various federal, state, local and foreign governmental agencies, including agencies responsible for monitoring and enforcing privacy and data protection laws and regulations, employment and labor laws, workplace safety, product safety, environmental laws, consumer protection laws, anti-bribery laws, import and export controls, federal securities laws and tax laws and regulations.']"
37,95,37_financial reporting_reporting_internal control_control financial,"['financial reporting', 'reporting', 'internal control', 'control financial', 'internal', 'control', 'financial', 'controls', 'independent registered', 'accounting firm']","['If we are unable to conclude that our internal control over financial reporting is effective, or if our independent registered public accounting firm determines we have a material weakness or significant deficiency in our internal control over financial reporting, we could lose investor confidence in the accuracy and completeness of our financial reports, the market price of our common stock could decline, and we could be subject to sanctions or investigations by the SEC or other regulatory authorities.', 'If we are unable to conclude that our internal control over financial reporting is effective, or if our independent registered public accounting firm determines we have a material weakness in our internal control over financial reporting, we could lose investor confidence in the accuracy and completeness of our financial reports, the market price of our ClassA common stock could decline, and we could be subject to sanctions or investigations by the SEC or other regulatory authorities.', 'We must perform system and process evaluation and testing of our internal control over financial reporting to allow management and our independent registered public accounting firm to report on the effectiveness of our internal control over financial reporting, as required by Section 404.']"
38,81,38_compliance_costs_incur_compliance costs,"['compliance', 'costs', 'incur', 'compliance costs', 'regulations', 'financial compliance', 'increase', 'comply', 'make activities', 'fees commissions']","['We expect that the requirements of these rules and regulations will continue to increase our legal, accounting, and financial compliance costs, make some activities more difficult, time-consuming, and costly, and place significant strain on our personnel, systems, and resources.', 'We expect that the requirements of these rules and regulations will continue to increase our legal, accounting, and financial compliance costs, make some activities more difficult, time-consuming, and costly, and place significant strain on our personnel, systems, and resources.', 'We expect that the requirements of these rules and regulations will continue to increase our legal, accounting, and financial compliance costs, make some activities more difficult, time-consuming, and costly, and place significant strain on our personnel, systems, and resources.']"
39,81,39_statements_disclosure_financial statements_reports,"['statements', 'disclosure', 'financial statements', 'reports', 'sec', 'minerals', 'consolidated financial', 'form 10', 'annual', 'item']","['Such commitments, to the extent estimable under accounting standards, are included in the Contractual Obligations section of Part II, Item 7, ""Management\'s Discussion and Analysis of Financial Condition and Results of Operations"" and Note 7, Commitments and Contingencies in the accompanying notes to our consolidated financial statements included in Part II, Item 8, ""Financial Statements and Supplementary Data"" of this Annual Report on Form 10-K.', 'We are continuing to develop and refine our disclosure controls, internal control over financial reporting and other procedures that are designed to ensure information required to be disclosed by us in our financial statements and in the reports that we file with the SEC is recorded, processed, summarized and reported within the time periods specified in SEC rules and forms, and information required to be disclosed in reports under the Exchange Act is accumulated and communicated to our principal executive and financial officers.', 'See Part II Item 8. Financial Statements and Supplementary Data Notes to Consolidated Financial Statements Contingencies for further information regarding the matter.']"
40,80,40_goodwill_impairment_intangible_assets,"['goodwill', 'impairment', 'intangible', 'assets', 'intangible assets', 'fair', 'fair value', 'value', 'core income', 'measure']","[""An impairment of goodwill or intangible assets could negatively impact the company's financial results."", 'We review our goodwill and other intangible assets balance for impairment upon any indication of a potential impairment, and in the case of goodwill, at a minimum of once a year.', 'Our goodwill and other intangible assets represent a substantial proportion of our total assets and the impairment of such substantial goodwill and intangible assets could have a negative impact on our financial condition and results of operations.']"
41,71,41_notes_2025_2025 notes_conversion,"['notes', '2025', '2025 notes', 'conversion', 'repurchase', 'transactions', 'capped', 'capped transactions', 'buckler', 'option']","['In addition, under certain circumstances, convertible debt instruments (such as the 2025 Notes) that may be settled entirely or partly in cash are currently accounted for utilizing the treasury stock method, the effect of which is that the shares issuable upon conversion of such 2025 Notes are not included in the calculation of diluted earnings per share except to the extent that the conversion value of such 2025 Notes exceeds their principal amount.', 'In connection with establishing their initial hedges of the capped call transactions, the option counterparties or their respective affiliates entered into various derivative transactions with respect to our Class A common stock concurrently with or shortly after the pricing of the 2025 Notes, including with certain investors in the 2025 Notes.', 'In the event the conditional conversion feature of the 2025 Notes is triggered, holders of the 2025 Notes will be entitled to convert the notes at any time during specified periods at their option.']"
42,70,42_party_parties_rely_debit,"['party', 'parties', 'rely', 'debit', 'providers', 'cards', 'services', 'care', 'provide', 'payments']","['We rely on third parties to provide certain Amazon-branded payment methods and payment processing services, including the processing of credit cards, debit cards, electronic checks, and promotional financing.', 'Many of our customers pay for our service using a variety of different payment methods, including credit and debit cards, prepaid cards, direct debit, and online wallets.', 'Our members pay for our service using a variety of different payment methods, including credit and debit cards, gift cards, prepaid cards, direct debit, online wallets and direct carrier and partner billing.']"
43,68,43_metrics_rating_estimates_ratings,"['metrics', 'rating', 'estimates', 'ratings', 'rating agencies', 'inaccuracies', 'agencies', 'inaccurate', 'family', 'family metrics']","['Our key metrics may differ from estimates published by third parties or from similarly titled metrics of our competitors due to differences in methodology.', 'Our key business metrics may differ from estimates published by third parties or from similarly titled metrics of our competitors due to differences in methodology.', 'In addition, our Facebook metrics and Family metrics estimates will differ from estimates published by third parties due to differences in methodology.']"
44,67,44_indemnify_provisions_indemnification_inapplicable unenforceable,"['indemnify', 'provisions', 'indemnification', 'inapplicable unenforceable', 'inapplicable', 'convenience', 'contracts', 'resolving', 'contract', 'unenforceable']","['If a court were to find the exclusive-forum provision in our amended and restated bylaws to be inapplicable or unenforceable in an action, we may incur additional costs associated with resolving the dispute in other jurisdictions, which could harm our results of operations.', 'If a court were to find either exclusive-forum provision in our amended and restated bylaws to be inapplicable or unenforceable in an action, we may incur additional costs associated with resolving the dispute in other jurisdictions, which could harm our results of operations.', 'Our agreements with our customers and other third parties may include indemnification provisions under which we agree to indemnify or otherwise be liable to them for losses suffered or incurred as a result of claims of infringement, misappropriation or other violation of intellectual property rights, data protection, damages caused by us to property or persons, or other liabilities relating to or arising from our software, services, platform, our acts or omissions under such agreements or other contractual obligations.']"
45,67,45_advertising_ads_user_search,"['advertising', 'ads', 'user', 'search', 'mobile', 'users', 'changes', 'mobile operating', 'content', 'web']","[""Any changes, bugs, or technical issues in such systems, or changes in our relationships with mobile operating system partners, handset manufacturers, browser developers, or mobile carriers, or in their terms of service or policies that degrade our products' functionality, reduce or eliminate our ability to update or distribute our products, give preferential treatment to competitive products, limit our ability to deliver, target, or measure the effectiveness of ads, or charge fees related to the distribution of our products or our delivery of ads could adversely affect the usage of Facebook or our other products and monetization on mobile devices."", ""Any number of factors can negatively affect user retention, growth, and engagement, including if: users increasingly engage with other competitive products or services; we fail to introduce new features, products, or services that users find engaging or if we introduce new products or services, or make changes to existing products and services, that are not favorably received; users feel that their experience is diminished as a result of the decisions we make with respect to the frequency, prominence, format, size, and quality of ads that we display; users have difficulty installing, updating, or otherwise accessing our products on mobile devices as a result of actions by us or third parties that we rely on to distribute our products and deliver our services; user behavior on any of our products changes, including decreases in the quality and frequency of content shared on our products and services; 13Table of Contentswe are unable to continue to develop products for mobile devices that users find engaging, that work with a variety of mobile operating systems and networks, and that achieve a high level of market acceptance; there are decreases in user sentiment due to questions about the quality or usefulness of our products or our user data practices, concerns about the nature of content made available on our products, or concerns related to privacy, safety, security, well-being, or other factors; we are unable to manage and prioritize information to ensure users are presented with content that is appropriate, interesting, useful, and relevant to them; we are unable to obtain or attract engaging third-party content; we are unable to successfully maintain or grow usage of and engagement with mobile and web applications that integrate with Facebook and our other products; users adopt new technologies where our products may be displaced in favor of other products or services, or may not be featured or otherwise available; there are changes mandated by legislation, government and regulatory authorities, or litigation that adversely affect our products or users; we are unable to operate material portions of our business in Europe, or are otherwise limited in such operations, as a result of European regulators, courts, or legislative bodies determining that our reliance on Standard Contractual Clauses (SCCs) or other legal bases we rely upon to transfer user data from the European Union to the United States is invalid; there is decreased engagement with our products, or failure to accept our terms of service, as part of privacy-focused changes that we have implemented or may implement in the future, whether voluntarily, in connection with the General Data Protection Regulation (GDPR), the European Union's ePrivacy Directive, the California Consumer Privacy Act (CCPA), or other laws, regulations, or regulatory actions, or otherwise; technical or other problems prevent us from delivering our products in a rapid and reliable manner or otherwise affect the user experience, such as security breaches or failure to prevent or limit spam or similar content; we adopt terms, policies, or procedures related to areas such as sharing, content, user data, or advertising, or take actions to enforce our policies, that are perceived negatively by our users or the general public, including as a result of decisions or recommendations from the independent Oversight Board regarding content on our platform; we elect to focus our product decisions on longer-term initiatives that do not prioritize near-term user growth and engagement; we make changes in how we promote different products and services across our family of products; initiatives designed to attract and retain users and engagement are unsuccessful or discontinued, whether as a result of actions by us, third parties, or otherwise; third-party initiatives that may enable greater use of our products, including low-cost or discounted data plans, are discontinued; there is decreased engagement with our products as a result of taxes imposed on the use of social media or other mobile applications in certain countries, internet shutdowns, or other actions by governments that affect the accessibility of our products in their countries; we fail to provide adequate customer service to users, marketers, developers, or other partners; 14Table of Contentswe, developers whose products are integrated with our products, or other partners and companies in our industry are the subject of adverse media reports or other negative publicity, including as a result of our or their user data practices; orour current or future products, such as our development tools and application programming interfaces that enable developers to build, grow, and monetize mobile and web applications, reduce user activity on our products by making it easier for our users to interact and share on third-party mobile and web applications."", 'Our advertising revenue can also be adversely affected by a number of other factors, including: decreases in user engagement, including time spent on our products; our inability to continue to increase user access to and engagement with our products; product changes or inventory management decisions we may make that change the size, format, frequency, or relative prominence of ads displayed on our products or of other unpaid content shared by marketers on our products; our inability to maintain or increase marketer demand, the pricing of our ads, or both; our inability to maintain or increase the quantity or quality of ads shown to users; changes to third-party policies that limit our ability to deliver, target, or measure the effectiveness of advertising, including changes by mobile operating system and browser providers such as Apple and Google; adverse government actions or legislative, regulatory, or other legal developments relating to advertising, including developments that may impact our ability to deliver, target, or measure the effectiveness of advertising; user behavior or product changes that may reduce traffic to features or products that we successfully monetize, including as a result of increased usage of the Stories format or our messaging products; reductions of advertising by marketers due to our efforts to implement or enforce advertising policies that protect the security and integrity of our platform; 15Table of Contentsthe availability, accuracy, utility, and security of analytics and measurement solutions offered by us or third parties that demonstrate the value of our ads to marketers, or our ability to further improve such tools; loss of advertising market share to our competitors, including if prices to purchase our ads increase or if competitors offer lower priced, more integrated, or otherwise more effective products; limitations on our ability to operate material portions of our business in Europe as a result of European regulators, courts, or legislative bodies determining that our reliance on SCCs or other legal bases we rely upon to transfer user data from the European Union to the United States is invalid; changes in our marketing and sales or other operations that we are required to or elect to make as a result of risks related to complying with foreign laws or regulatory requirements or other government actions; decisions by marketers to reduce their advertising as a result of adverse media reports or other negative publicity involving us, our user data practices, our advertising metrics or tools, content on our products, our efforts to implement or enforce policies relating to content on our products (including as a result of decisions or recommendations from the independent Oversight Board), developers with mobile and web applications that are integrated with our products, or other companies in our industry; reductions of advertising by marketers due to objectionable content made available on our products by third parties, questions about our user data practices, concerns about brand safety or potential legal liability, or uncertainty regarding their own legal and compliance obligations (for example, a number of marketers announced that they paused advertising with us in July 2020 due to concerns about content on our products); the effectiveness of our ad targeting or degree to which users opt out of the use of data for ads, including as a result of product changes and controls that we have implemented or may implement in the future in connection with the GDPR, ePrivacy Directive, California Consumer Privacy Act (CCPA), other laws, regulations, or regulatory actions, or otherwise, that impact our ability to use data for advertising purposes; the degree to which users cease or reduce the number of times they engage with our ads; changes in the way advertising on mobile devices or on personal computers is measured or priced; the success of technologies designed to block the display of ads or ad measurement tools; changes in the composition of our marketer base or our inability to maintain or grow our marketer base; andthe impact of macroeconomic conditions, whether in the advertising industry in general, or among specific types of marketers or within particular geographies.']"
46,67,46_inquiries_investigations_scrutiny_regulatory,"['inquiries', 'investigations', 'scrutiny', 'regulatory', 'regulatory scrutiny', 'subject', 'regulatory inquiries', 'enforcement', 'actions', 'authorities']","[""Any such developments may also subject us to additional litigation and regulatory inquiries, which could subject us to monetary penalties and damages, divert management's time and attention, and lead to enhanced regulatory oversight."", 'It may also subject us to litigation and regulatory inquiries, which could result in monetary penalties and damages, divert managements time and attention, and lead to enhanced regulatory oversight.', 'Any such developments may also subject us to additional litigation and regulatory inquiries, which could result in monetary penalties and damages, divert managements time and attention, and lead to enhanced regulatory oversight.']"
47,64,47_properties_mineral_uranium_reserves,"['properties', 'mineral', 'uranium', 'reserves', 'vanadium', 'industry guide', 'mineral reserves', 'guide', 'extraction', 'white mesa']","['Our properties do not contain any mineral reserves as defined under Industry Guide 7.', 'Our properties do not contain any mineral reserves under SEC Industry Guide 7.', 'Our properties do not contain Mineral Reserves under SEC Industry Guide 7, and many of the Companys properties, projects, and facilities are not economic at todays commodity prices.']"
48,63,48_located_headquarters_taiwan_asia,"['located', 'headquarters', 'taiwan', 'asia', 'offices', 'corporate headquarters', 'outside united', 'facilities', 'outside', 'united']","['Our corporate headquarters, and a portion of our research and development activities, are located in California, and other critical business operations, finished goods inventory, and some of our suppliers are located in Asia, near major earthquake faults known for seismic activity.', 'Our corporate headquarters are located in the San Francisco Bay Area, a region known for seismic activity.', 'Our corporate headquarters is located in the San Francisco Bay Area and one of our core co-location facilities is located in the US. Pacific Northwest, both regions known for seismic activity, and we also have a second core co-location facility in Luxembourg.']"
49,61,49_expenses_growth_resources_development,"['expenses', 'growth', 'resources', 'development', 'infrastructure', 'programming', 'additional', 'costs', 'strain', 'significant']","['This growth has required, and will continue to require, us to incur significant additional expenses and to commit additional senior management and operational resources.', 'Our future growth will depend in part on our ability to maintain an operating platform and management system sufficient to address our growth and will require us to incur significant additional expenses and to commit additional senior management and operational resources.', 'In addition, we expect to continue to expend substantial financial and other resources on: our technology infrastructure, including systems architecture, scalability, availability, performance and security; our sales and marketing organization to engage our existing and prospective customers, increase brand awareness and drive adoption of our products; product development, including investments in our product development team and the development of new products and new functionality for our platform as well as investments in further optimizing our existing products and infrastructure; acquisitions or strategic investments; international expansion; and general administration, including increased legal and accounting expenses associated with being a public company.']"
50,58,50_subscription_agreements_subscriptions_broadcast,"['subscription', 'agreements', 'subscriptions', 'broadcast', 'television', 'broadcast television', 'nbcuniversals', 'commitments', 'collective', 'terms']","['Comcast 2020 Annual Report on Form 10-K28Table of ContentsIn addition, NBCUniversals cable networks and broadcast television networks and Sky have programming rights agreements of varying scope and duration with various sports organizations to broadcast and produce sporting events, including certain NFL, NHL, NBA, MLB and European football games.', 'Additionally, Cable Communications pays certain local broadcast television stations in exchange for their required consent for the retransmission of broadcast network programming to video services customers; we expect to continue to be subject to increasing demands for payment and other concessions from local broadcast television stations.', 'NBCUniversals broadcast television networks depend on their ability to secure and maintain network affiliation agreements with third-party local broadcast television stations in the markets where it does not own the affiliated local broadcast television station.']"
51,56,51_source_open source_open_source software,"['source', 'open source', 'open', 'source software', 'software', 'source code', 'licenses', 'code', 'source licenses', 'use open']","['In addition, although we employ open source software license screening measures, if we were to combine our proprietary software products with open source software in a certain manner we could, under certain open source licenses, be required to release the source code of our proprietary software products.', 'Some open source software licenses require users who distribute open source software as part of their software to publicly disclose all or part of the source code to such software and/or make available any derivative works of the open source code on unfavorable terms or at no cost.', 'If we combine our proprietary software with open source software in a certain manner, we could, under certain open source licenses, be required to release the source code of our proprietary software under the terms of an open source software license.']"
52,56,52_shares_outstanding_stock_common stock,"['shares', 'outstanding', 'stock', 'common stock', 'common', '2020', 'plan', '000 shares', 'capital stock', '000']","['8% of the outstanding shares of our common stock, based on shares outstanding as of December 31, 2020.', 'Through January 1, 2024, the number of shares available for issuance under the 2014 ESPP will automatically increase on January1 of each year by the lesser of 1, 200, 000 shares or 1% of all shares of our capital stock outstanding as of December31 of the prior calendar year, subject to the ability of our compensation committee to take action to reduce the size of the increase in any given year.', 'As of December 31, 2020, our outstanding shares of Class B common stock represented approximately 80% of the voting power of our outstanding capital stock.']"
53,46,53_future performance_indicative future_indicative_performance,"['future performance', 'indicative future', 'indicative', 'performance', 'indication', 'indication future', 'revenue growth', 'growth', 'revenue', 'future']","['Our historical revenue growth should not be considered indicative of our future performance.', 'However, you should not rely on the revenue growth of any prior quarterly or annual period as an indication of our future performance.', 'You should not rely on the revenue growth of any prior quarterly or annual period as an indication of our future performance.']"
54,44,54_estimates_assumptions_historical experience_base estimates,"['estimates', 'assumptions', 'historical experience', 'base estimates', 'believe reasonable', 'assumptions estimates', 'historical', 'values assets', 'apparent', 'carrying values']","['We base our estimates and assumptions on historical experience and on various other assumptions that we believe to be reasonable under the 29Table of contentscircumstances.', 'We base our estimates and assumptions on historical experience and on various other assumptions that we believe to be reasonable under the circumstances.', 'In addition, we base our estimates on historical experience and on various other assumptions that we believe to be reasonable under the circumstances, as described in Managements Discussion and Analysis of Financial Condition and Results of Operations"", in Part II, Item 7, of this Annual Report on Form 10-K, the results of which form the basis for making judgments about the carrying values of assets, liabilities, equity, revenue and expenses that are not readily apparent from other sources.']"
55,43,55_bribery_anti_corrupt_corruption,"['bribery', 'anti', 'corrupt', 'corruption', 'anti bribery', 'anti corruption', 'bribery act', 'act', 'corrupt practices', 'foreign corrupt']","['In particular, the US. Foreign Corrupt Practices Act, the U. K. Bribery Act and similar anti-bribery laws in other jurisdictions generally prohibit companies and their intermediaries from making improper payments to government officials for the purpose of obtaining or retaining business, and we operate in many parts of the world that have experienced governmental corruption to some degree.', 'In particular, the US. Foreign Corrupt Practices Act, the U. K. Bribery Act and similar anti-bribery laws in other jurisdictions generally prohibit companies and their intermediaries from making improper payments to government officials for the purpose of obtaining or retaining business, and we operate in many parts of the world that have experienced governmental corruption to some degree.', 'We are subject to the US. Foreign Corrupt Practices Act of 1977, the UK Bribery Act 2010, and other anti-corruption, anti-bribery, anti-money laundering, and similar laws in the United States and other countries in which we conduct activities.']"
56,42,56_support_systems_dependent_highly dependent,"['support', 'systems', 'dependent', 'highly dependent', 'information systems', 'information', 'technology systems', 'information technology', 'rely', 'business highly']","['In addition, we operate in businesses that are highly dependent on information systems and technology.', 'We rely on information technology systems, some of which are managed by third-parties, to process, transmit and store electronic information (including sensitive data such as confidential business information and personally identifiable data relating to employees, customers, other business partners and patients), and to manage or support a variety of critical business processes and activities (such as receiving and fulfilling orders, billing, collecting and making payments, shipping products, providing services and support to customers and fulfilling contractual obligations).', 'In addition, we operate in a business that is highly dependent on information systems and technology.']"
57,42,57_taxable_taxable years_years_act,"['taxable', 'taxable years', 'years', 'act', '2017', 'years beginning', 'beginning', 'december', 'tax', 'enacted']","['Under the Tax Act, as amended by the Coronavirus Aid, Relief, and Economic Security Act, or the CARES Act, net operating losses arising in taxable years beginning after December31, 2017 and before January 1, 2021 may be carried back to each of the five taxable years preceding the tax year of such loss, but net operating losses arising in taxable years beginning after December 31, 2020 may not be carried back.', 'Under legislation enacted in 2017, informally titled the Tax Act, as modified by legislation enacted on March 27, 2020, entitled the Coronavirus Aid, Relief, and Economic Security Act (the CARES Act), US. federal NOLs incurred in taxable years beginning after December 31, 2017, can be carried forward indefinitely, but the deductibility of such US. federal NOLs in taxable years beginning after December 31, 2020 is limited to 80% of taxable income.', 'For example, in the Tax Act, as modified by the Coronavirus Aid, Relief, and Economic Security Act, or the CARES Act, NOLs arising in taxable years beginning after December 31, 2017 and before January 1, 2021 may be carried back to each of the five taxable years preceding the taxable year of such loss, but NOLs arising in taxable years beginning after December 31, 2020 may not be carried back.']"
58,40,58_billion_million_00_respectively,"['billion', 'million', '00', 'respectively', 'respectively million', 'billion billion', 'million million', 'million respectively', 'billion respectively', 'test']","['5 billion.', '2 billion.', '5 billion.']"
59,40,59_equity_awards_equity awards_employees,"['equity', 'awards', 'equity awards', 'employees', 'compensation', 'value equity', 'retain', 'existing employees', 'incentive', 'connection employment']","['In addition, job candidates and existing employees often consider the value of the equity awards they receive in connection with their employment.', 'In addition, job candidates and existing employees often consider the value of the equity awards they receive in connection with their employment.', 'If the perceived value of our equity awards declines, experiences significant volatility, or increases such that prospective employees believe there is limited upside to the value of our equity awards, or if our existing employees receive significant proceeds from liquidating their previously vested equity awards, it may adversely affect our ability to recruit and retain key employees.']"
60,40,60_annual report_carefully_report_report form,"['annual report', 'carefully', 'report', 'report form', 'form 10', 'discussion', 'annual', 'form', '10', 'discussion analysis']","['You should consider and read carefully all of the risks and uncertainties described below, together with all of the other information contained in this Annual Report on Form 10-K, including the section titled Managements Discussion and Analysis of Financial Condition and Results of Operations and our consolidated financial statements and related notes, before making an investment decision.', 'You should carefully consider the risks and uncertainties described below, together with all of the other information in this Annual Report on Form 10-K, including the section titled Managements Discussion and Analysis of Financial Condition and Results of Operations and our consolidated financial statements and related notes, before making a decision to invest in our common stock.', 'You should carefully consider the risks and uncertainties described below, together with all of the other information in this Annual Report on Form 10-K, including the section titled Managements Discussion and Analysis of Financial Condition and Results of Operations and our consolidated financial statements and related notes.']"
61,38,61_dashers_pay model_pay_model,"['dashers', 'pay model', 'pay', 'model', 'dasher', 'dasher pay', 'classification', 'tips', 'independent contractors', 'independent']","['Further, this pay model may lead to negative publicity related to perceptions of the complexity of the pay model, inconsistency in earnings for Dashers, and lack of flexibility in the ways consumers can leave tips, and as a result, we may not be successful in attracting and retaining merchants, consumers, and Dashers.', 'The incorrect understanding or perception of our former Dasher pay model by some led, and may continue to lead, to some consumers providing lower tips, or no tips at all, to Dashers, which could impact the amount that Dashers are able to earn on our platform and our ability to attract and retain Dashers.', 'We increased the amount we pay to Dashers per order when we changed to our current pay model, but our current Dasher pay model may also cause less consistency in earnings across deliveries in some cases.']"
62,37,62_brexit_eu_withdrawal_kingdom,"['brexit', 'eu', 'withdrawal', 'kingdom', 'united kingdom', 'european union', 'union', 'uncertainty', 'exit', 'european']","['For example, the withdrawal of the U. K. from the EU in January 2020 and subsequent ongoing uncertainty regarding the future relationship between the U. K. and the EU following the end of the Brexit transition period on December 31, 2020, hostilities in the Middle East region, recent US. presidential and congressional elections and resulting uncertainties regarding actual and potential shifts in US. and foreign, trade, economic and other policies, and concerns over increasing inflation and deflation, as well as interest rate volatility and fluctuations in oil and gas prices resulting from global production and demand levels, have precipitated market volatility.', 'The continued uncertainty regarding the impact of the withdrawal and any resulting increases in tariffs, importation restrictions, out of stocks, volatility in currency exchange rates, including the valuation of the euro and the British pound in particular, changes in the laws and regulations applied in the United Kingdom or impacts on economic and market conditions in the United Kingdom, the EU and its member states and elsewhere may have an adverse impact on consumer demand for our products, unfavorably impact our results of operations and financial condition.', 'However, the post-Brexit relationship between the United Kingdom and the European Union is new and evolving, and any continuing legal or economic disruptions resulting from Brexit may negatively impact our clients with operations in the United Kingdom, which may cause them to reduce their spending on our solutions and services.']"
63,36,63_million_credit facility_million million_outstanding,"['million', 'credit facility', 'million million', 'outstanding', 'facility', 'borrowings outstanding', 'million aggregate', 'credit', 'borrowings', 'december31 2020']","['0 million.', '0 million.', '8 million and $0.']"
64,36,64_video_streaming_dtc_dtc streaming,"['video', 'streaming', 'dtc', 'dtc streaming', 'sky', 'nbcuniversal', 'content', 'streaming ott', 'ott', 'traditional']","['Competition for Cable Communications video services consists primarily of DBS providers, phone companies with fiber-based networks and increasingly DTC streaming and other OTT service providers and devices, each of which typically offer features, pricing and packaging for services comparable to ours, including bundled offers with high-speed internet services.', 'As consumers increasingly turn to DTC streaming and other OTT services, the number of Cable Communications video customers and subscribers to NBCUniversals cable networks decrease, even as Cable Communications high-speed internet services become more important to consumers.', 'Although we have attempted to adapt our video service offerings and enhance our high-speed internet services for changing consumer behaviors, for example, by deploying the X1 and Sky Q platforms and Flex, which more easily aggregate content from linear (i. e. , traditional television channels) and Comcast 2020 Annual Report on Form 10-K22Table of ContentsDTC streaming and other OTT services for our customers, and by launching Peacock, our DTC streaming service, the continuing trend of content owners delivering their content directly to consumers over the internet rather than through, or in addition to, traditional video distribution services continues to disrupt traditional distribution business models.']"
65,35,65_california_privacy_ccpa_california privacy,"['california', 'privacy', 'ccpa', 'california privacy', '2020', 'privacy rights', 'cpra', 'january', 'effect january', 'november 2020']","['In addition, the California Privacy Rights Act of 2020, or the CPRA was passed by California voters in November 2020.', 'Further, in November 2020, California voters approved the California Privacy Rights Act of 2020 (CPRA), which takes effect January 1, 2023 and, in part, is expected to (i) provide California residents with the ability to limit use of sensitive information, (ii) increase the maximum penalties for specific data protection violations affecting California residents under the age of 16, and (iii) establish the California Privacy Protection Agency for purposes of implementing and enforcing the CPRA.', 'In addition, the California Privacy Rights Act, or the CPRA, which amends the CCPA, was approved by California voters on November 3, 2020 and is scheduled to go into effect on January 1, 2023.']"
66,34,66_item 1a_1a_url_item,"['item 1a', '1a', 'url', 'item', 'contents', 'com', 'com url', 'amazon', '20 table', 'learn']","['ITEM 1A.', 'ITEM 1A.', 'ITEM 1A.']"
67,34,67_security_systems_breaches_information,"['security', 'systems', 'breaches', 'information', 'data', 'secure', 'incidents', 'security breaches', 'significant costs', 'incur significant']","['We have expended, and anticipate continuing to expend, significant amounts and resources in an effort to prevent security breaches and other security incidents impacting our systems and data.', 'We also expect to incur significant costs in an effort to detect and prevent privacy and security breaches and other privacy- and security-related incidents, and we may face increased costs and requirements to expend substantial resources in the event of an actual or perceived privacy or security breach or other incident.', 'We expect to incur significant costs in our efforts to detect and prevent security breaches and other security-related incidents, and we may face increased costs in the event of an actual or perceived security breach or other security-related incident.']"
