Topic,Count,Name,Representation,Representative_Docs
28,57,28_proceedings_claims_legal proceedings_matters,"['proceedings', 'claims', 'legal proceedings', 'matters', 'disputes', 'employment', 'lawsuits', 'course business', 'legal', 'commercial disputes', 'course', 'ordinary']","['We are and in the future may become subject to legal proceedings and claims that arise in the ordinary course of business, such as claims brought by our customers in connection with commercial disputes or employment claims made by our current or former employees.', 'We are subject to claims, lawsuits, arbitration proceedings, government investigations, and other legal, regulatory, and other administrative proceedings, including those involving personal injury, property damage, worker classification, labor and employment, anti-discrimination, commercial disputes, competition, consumer complaints, intellectual property disputes, marketing and advertising to consumers and Dashers, compliance with regulatory requirements, and other matters, and we may become subject to additional types of claims, lawsuits, government investigations, and legal or regulatory proceedings as our business grows and as we deploy new services.', 'In the ordinary course of business, we are subject to various legal proceedings and claims, including employment disputes, patent claims, disputes over contract agreements and other commercial disputes.']"
29,56,29_inconsistent_laws regulations_laws_jurisdiction,"['inconsistent', 'laws regulations', 'laws', 'jurisdiction', 'inconsistent jurisdiction', 'interpretations', 'conflicting', 'interpretation', 'result application', 'regulations', 'existing laws', 'application']","['As a result, the application of such laws and regulations in practice may change or develop over time through judicial decisions or as new guidance or interpretations are provided by regulatory and governing bodies, such as federal, state and local administrative agencies.', 'These laws, regulations, and standards are subject to varying interpretations, in 62Table of contentsmany cases due to their lack of specificity, and, as a result, their application in practice may evolve over time as new guidance is provided by regulatory and governing bodies.', 'These laws, regulations and standards are subject to varying interpretations in many cases due to their lack of specificity, and, as a result, their application in practice may evolve over time as new guidance is provided by regulatory and governing bodies.']"
30,55,30_shortages_shortage_component_lead times,"['shortages', 'shortage', 'component', 'lead times', 'supply', 'times', 'lead', 'constraints', 'component shortages', 'components', 'capacity', 'semiconductor']","['Such shortages, increased component lead times, reduced allocations of components and decommitments of orders have, and could continue to, result in increased component prices, fewer sourcing options, unpredictability of supply, manufacturing disruptions and increased product lead times.', 'For example, there is currently a worldwide shortage of semiconductor products that has caused us to experience increased prices and extended lead times on some semiconductor products, and we expect these increased prices and extended lead times for semiconductor products to continue for the foreseeable future, which may impact our production and delivery schedules or affect the price of semiconductor products.', 'We continue to manage through significant supply constraints seen industry-wide due to component shortages which have resulted in extended lead times and higher supply chain costs.']"
31,55,31_loans_loan_upstart_bank partners,"['loans', 'loan', 'upstart', 'bank partners', 'upstart powered', 'powered', 'unsecured personal', 'powered loans', 'bank', 'loan funding', 'borrowers', 'unsecured']","['If we are nevertheless associated with such payday or high-rate, small-dollar consumer loans, or if we are associated with increased criticism of non-payday loan programs involving relationships between bank originators and non-bank lending platforms and program managers, demand for Upstart-powered loans could significantly decrease, which could cause our bank partners to reduce their origination volumes or terminate their arrangements with us, impede our ability to attract new bank partners or delay the onboarding of bank partners, impede our ability to attract institutional investors to participate in our loan funding programs or reduce the number of potential borrowers who use our platform.', 'A significant number of delinquencies and charge-offs could decrease fees payable to us, cause our bank partners to decrease the volume of Upstart-powered auto loans kept on their balance sheets, erode trust in our platform and increase the costs of our loan funding programs.', 'Any of the foregoing could result in sub-optimally priced loans, incorrect approvals or denials of loans, or higher than expected loan losses, which in turn could adversely affect our ability to attract new borrowers and bank partners to our platform, increase the number of Upstart-powered loans or maintain or increase the average size of loans facilitated on our platform.']"
32,55,32_fluctuate_quarter_operations fluctuate_quarter quarter,"['fluctuate', 'quarter', 'operations fluctuate', 'quarter quarter', 'quarterly', 'vary', 'factors outside', 'outside control', 'period period', 'vary significantly', 'cause results', 'fluctuate significantly']","['Our quarterly financial results may fluctuate due to a variety of factors, many of which are outside of our control.', 'Our revenues and operating results may vary significantly from quarter-to-quarter due to a number of factors, many of which are outside of our control.', 'Our results of operations have historically varied from period to period, and we expect that our results of operations will continue to vary significantly from quarter to quarter and year to year because of a variety of factors, many of which are outside of our control.']"
33,55,33_strategy_business strategy_make acquisitions_strategic,"['strategy', 'business strategy', 'make acquisitions', 'strategic', 'acquisitions', 'acquisition', 'acquire', 'invest businesses', 'businesses', 'complement', 'complementary', 'joint ventures']","['We have in the past and may in the future seek to acquire or invest in businesses, joint ventures, and platform technologies that we believe could complement or expand our platform, enhance our technology, or otherwise offer growth opportunities.', 'Part of our business strategy is to make acquisitions of other companies, products, and technologies.', 'As part of our business strategy, we have made and intend to continue to make acquisitions to add specialized employees and complementary companies, products, or technologies, and from time to time may enter into other strategic transactions such as investments and joint ventures.']"
34,54,34_privacy_protection_data privacy_collection,"['privacy', 'protection', 'data privacy', 'collection', 'collection use', 'federal state', 'federal', 'data', 'state', 'data protection', 'personal', 'international laws']","['Numerous local, municipal, state, federal, and international laws and regulations address privacy and the collection, storing, sharing, use, disclosure, and protection of certain types of data, including the California Online Privacy Protection Act, the Personal Information Protection and Electronic Documents Act, the Controlling the Assault of Non-Solicited Pornography and Marketing Act, Canadas Anti-Spam Law, Australias Privacy Act, the European Unions General Data Protection Regulation (the GDPR), the Telephone Consumer Protection Act of 1991 (the TCPA).', 'We are required to comply with increasingly complex and changing legal and regulatory requirements that govern the collection, use, storage, security, transfer, disclosure and other processing of personal data in the United States and in other countries, which may include, but are not limited to, The Health Insurance Portability and Accountability Act, as amended (""HIPAA""), The Health Information Technology for Economic and Clinical Health Act, the California Consumer Privacy Act (""CCPA""), and the European Unions General Data Protection Regulation (""GDPR"").', 'In the United States, there are numerous federal, state and local data privacy and security laws, rules, and regulations governing the collection, sharing, use, retention, disclosure, security, transfer, storage and other processing of personal 35Table of Contentsinformation, including federal and state data privacy laws, data breach notification laws, and data disposal laws.']"
35,54,35_shares_outstanding_000 shares_shares available,"['shares', 'outstanding', '000 shares', 'shares available', 'december 31', 'approximately', '000', '2021', '31 2021', '31', 'common', 'common stock']","['6% of the outstanding shares of our common stock, based on shares outstanding as of December 31, 2021.', 'Through January 1, 2024, the number of shares available for future grant under the 2014 Plan will automatically increase on January 1 of each year by the lesser of 2, 500, 000 shares or 4% of all shares of our capital stock outstanding as of December 31 of the prior calendar year, subject to the ability of our compensation committee to take action to reduce the size of the increase in any given year.', 'Through January 1, 2024, the number of shares available for issuance under the 2014 ESPP will automatically increase on January 1 of each year by the lesser of 1, 200, 000 shares or 1% of all shares of our capital stock outstanding as of December 31 of the prior calendar year, subject to the ability of our compensation committee to take action to reduce the size of the increase in any given year.']"
36,53,36_limited number_number suppliers_components_single,"['limited number', 'number suppliers', 'components', 'single', 'materials', 'suppliers', 'rely limited', 'sources', 'available limited', 'raw', 'limited', 'manufacturers']","['We rely on a limited number of suppliers for several components of the equipment we use to operate our cloud platform and provide services to our customers.', 'While many components are generally available from a variety of sources, we and our contract manufacturers currently depend on a single or limited number of suppliers for several components for our products.', 'We rely upon a limited number of suppliers.']"
37,52,37_proceedings_litigation_resolution_legal proceedings,"['proceedings', 'litigation', 'resolution', 'legal proceedings', 'legal', 'regulatory proceedings', 'litigation regulatory', 'monetary damages', 'relief', 'monetary', 'adverse', 'damages']","['It is possible that a resolution of one or more such proceedings could result in substantial damages, settlement costs, fines and penalties that could adversely affect our business, consolidated financial position, results of operations, or cash flows in a particular period.', 'Litigation and regulatory proceedings are inherently uncertain, and adverse rulings have occurred and may occur, including awards of monetary damages, imposition of fines, issuance of injunctions or cease-and-desist orders directing us to cease engaging in certain business practices, cease manufacturing or selling certain products, requiring the compulsory licensing of patents, or requiring other remedies.', 'It is possible that a resolution of one or more such proceedings could result in substantial damages, settlement costs, fines, and penalties that could adversely affect our business, financial condition, and results of operations.']"
38,51,38_conflicts_allocation_investment_interests,"['conflicts', 'allocation', 'investment', 'interests', 'investment opportunities', 'potential conflicts', 'conflicts arise', 'opportunity', 'arise', 'funds', 'investment opportunity', 'hand']","['For example, a decision to receive material non-public information about a company while pursuing an investment opportunity may give rise to a potential conflict of interest if it results in our having to restrict any fund or other part of our business from trading in the securities of such company; we may allocate an investment opportunity that is appropriate for Ares and/or multiple funds in a manner that excludes one or more funds or results in a disproportionate allocation based on factors or criteria that we determine, such as differences with respect to available capital, the size of a fund, minimum investment amounts and remaining life of a fund, differences in investment objectives or current investment strategies, such as objectives or strategies, differences in risk profile at the time an opportunity becomes available, the potential transaction and other costs of allocating an opportunity among various funds, potential conflicts of interest, including whether multiple funds have an existing investment in the security in question or the issuer of such security, the nature of the security or the transaction including the size of investment opportunity, minimum investment amounts and the source of the opportunity, current and anticipated market and general economic conditions, existing positions in an issuer/security, prior positions in an issuer/security and other considerations deemed relevant to us; our Private Equity Group funds may acquire positions in a single portfolio company, for example, where the fund that made an initial investment no longer has capital available to invest; we may cause different funds that we advise to purchase different classes of securities in the same portfolio company.', 'Conflicts of interest may arise in our allocation of co-investment opportunities.', 'These conflicts of interest include: we and certain of our funds may have overlapping investment objectives, including funds that have different fee structures, and potential conflicts may arise with respect to our decisions regarding how to allocate investment opportunities.']"
39,51,39_indebtedness_debt_economic industry_industry conditions,"['indebtedness', 'debt', 'economic industry', 'industry conditions', 'capital expenditures', 'cash flow', 'vulnerability', 'flow', 'acquisitions general', 'adverse economic', 'obligations', 'general corporate']","['Our incurrence of this debt, and increases in our aggregate levels of debt, may adversely affect our operating results and financial condition by, among other things: increasing our vulnerability to downturns in our business, to competitive pressures and to adverse economic and industry conditions; requiring the dedication of an increased portion of our expected cash flows from operations to service our indebtedness, thereby reducing the amount of expected cash flows available for other purposes, including capital expenditures, acquisitions, stock repurchases and dividends; andlimiting our flexibility in planning for or reacting to changes in our business and our industry.', 'For more information on our streaming content obligations, including those not on our consolidated balance sheet, see Note 7, Commitments and Contingencies in the accompanying notes to our consolidated financial statements included in Part II, Item 8, ""Financial Statements and Supplementary Data"" of this Annual Report on Form 10-K. Our substantial indebtedness and other obligations, including streaming content obligations, may: make it difficult for us to satisfy our financial obligations, including making scheduled principal and interest payments on our Notes and our other obligations; limit our ability to borrow additional funds, if needed, for working capital, capital expenditures, acquisitions or other general business purposes; increase our cost of borrowing; limit our ability to use our cash flow or obtain additional financing for future working capital, capital expenditures, acquisitions or other general business purposes; require us to use a substantial portion of our cash flow from operations to make debt service payments and pay our other obligations when due; limit our flexibility to plan for, or react to, changes in our business and industry; place us at a competitive disadvantage compared to our less leveraged competitors; andincrease our vulnerability to the impact of adverse economic and industry conditions, including changes in interest rates and foreign exchange rates.', 'Our substantial indebtedness could have a material adverse effect on our business by: increasing our vulnerability to adverse economic, industry or competitive developments; requiring a substantial portion of cash flow from operations to be dedicated to the payment of principal and interest on our indebtedness, therefore reducing our ability to use our cash flow to fund our operations, capital expenditures and future business opportunities; exposing us to the risk of increased interest rates in the event we have borrowings under our $1, 500 million revolving credit facility agreement (the RCF Agreement) because loans under the RCF Agreement bear interest at a variable rate; making it more difficult for us to satisfy our obligations with respect to our indebtedness and any failure to comply with the obligations of any our debt instruments, including restrictive covenants and borrowing conditions, could result in an event default under the indentures governing our notes and agreements governing other indebtedness; restricting us from making strategic acquisitions or causing us to make non-strategic divestitures; limiting our ability to obtain additional financial for working capital, capital expenditures, restructurings, product development, research and development, debt service requirements, investments, acquisitions and general corporate or other purposes; and limiting our flexibility in planning for, or reacting to, changes in our business or market conditions and placing us at a competitive disadvantage compared to our competitors who are less highly leveraged and who therefore, may be able to take advantage of opportunities that our leverage prevents us from exploiting.']"
40,50,40_awards_equity awards_compensation_equity,"['awards', 'equity awards', 'compensation', 'equity', 'value equity', 'employees', 'existing employees', 'connection employment', 'retain key', 'retain', 'incentive', 'key employees']","['In addition, job candidates and existing employees often consider the value of the equity awards they receive in connection with their employment.', 'In addition, job candidates and existing employees often consider the value of the equity awards they receive in connection with their employment.', 'If the value of our equity awards declines or continues to experience significant volatility, or if our existing employees receive significant proceeds from liquidating their previously vested equity awards, it may adversely affect our ability to recruit and retain key employees.']"
41,50,41_laws regulations_regulations_risk related_regulation,"['laws regulations', 'regulations', 'risk related', 'regulation', 'laws', 'potential significant', 'business creates', 'doing business', 'cost doing', 'liabilities penalties', 'penalties adversely', 'doing']","['See Risk Related to Regulation-Extensive regulation affects our activities, increases the cost of doing business and creates the potential for significant liabilities and penalties that could adversely affect our businesses and results of operations.', 'See Risk Related to Regulation-Extensive regulation affects our activities, increases the cost of doing business and creates the potential for significant liabilities and penalties that could adversely affect our businesses and results of operations.', 'and Risk Related to Regulation-Extensive regulation affects our activities, increases the cost of doing business and creates the potential for significant liabilities and penalties that could adversely affect our businesses and results of operations.']"
42,50,42_metrics_accounts_estimates_family metrics,"['metrics', 'accounts', 'estimates', 'family metrics', 'family', 'inaccuracies', 'false accounts', 'user', 'metrics estimates', 'methodologies', 'duplicate', 'map']","['Certain of our operational metrics are subject to inherent challenges in measurement, and any real or perceived inaccuracies in such metrics may adversely affect our business and reputation.', 'In addition, our Family metrics and Facebook metrics estimates will differ from estimates published by third parties due to differences in methodology.', 'The numbers for our key metrics, which include our Family metrics (DAP, MAP, and average revenue per person (ARPP)) and Facebook metrics (DAUs, MAUs, and average revenue per user (ARPU)), are calculated using internal company data based on the activity of user accounts.']"
43,48,43_errors_bugs_contain_vulnerabilities,"['errors', 'bugs', 'contain', 'vulnerabilities', 'defects', 'software', 'discovered', 'unexpectedly', 'contain defects', 'errors bugs', 'hardware', 'released']","['Additionally, hardware, software or applications we develop or procure from third parties may contain defects in design, manufacturer defects or other problems that could unexpectedly compromise information technology.', 'Additionally, our products incorporate highly technical and complex technologies, and thus our technologies and software have contained, and are likely in the future to contain, undetected errors, bugs, or vulnerabilities.', 'In addition, sophisticated hardware and operating system software and applications that we produce or procure from third parties may contain defects or vulnerabilities in design or manufacture, including bugs that could unexpectedly interfere with the operation of the product.']"
44,46,44_systems_information technology_technology systems_information systems,"['systems', 'information technology', 'technology systems', 'information systems', 'highly dependent', 'internal systems', 'rely', 'functions', 'information', 'business highly', 'technology', 'retrieve']","['We rely on our information technology systems to, among other things, effectively manage sales and marketing data, accounting and financial functions, inventory management, product development tasks, clinical data, customer service and technical support functions.', 'We rely on information technology systems, some of which are managed by third-parties, to process, transmit and store electronic information (including sensitive data such as confidential business information and personally identifiable data relating to employees, customers, other business partners and patients), and to manage or support a variety of critical business processes and activities (such as receiving and fulfilling orders, billing, collecting and making payments, shipping products, providing services and support to customers and fulfilling contractual obligations).', 'In addition, we operate in a business that is highly dependent on information systems and technology.']"
45,46,45_countries_property protection_foreign countries_intellectual property,"['countries', 'property protection', 'foreign countries', 'intellectual property', 'intellectual', 'property', 'rights', 'property rights', 'laws foreign', 'enforce', 'patents', 'protection']","['In addition, the laws of some foreign countries may not protect our proprietary rights to the same extent as do the laws of the United States.', 'Filing, prosecuting, and defending patents on our products or product candidates in all countries throughout the world would be prohibitively expensive, and our intellectual property rights in some countries outside the US. can be less extensive than those in the US. In addition, the laws of some foreign countries do not protect intellectual property rights to the same extent as federal and state laws in the US. Further, licensing partners such as KKC may not prosecute patents in certain jurisdictions in which we may obtain commercial rights, thereby precluding the possibility of later obtaining patent protection in these countries.', 'In addition, the laws of some foreign countries may not be as protective of intellectual property rights as those in the United States, and mechanisms for enforcement of intellectual property rights may be inadequate.']"
46,46,46_portion_portion revenue_derived_majority,"['portion', 'portion revenue', 'derived', 'majority', 'revenues', 'outside', 'material portion', 'portion revenues', 'generated', 'substantial majority', 'revenue', 'derive']","['A substantial portion of our revenue is derived from our top customers, including our distributors.', 'We derive a material portion of our revenues from a limited number of our customers, and our customers compete in industries that continue to experience consolidation.', 'A portion of our revenue is generated outside the US. and in recent years, we have expanded our operations, entered strategic alliances, and acquired businesses outside the US. As a result of our 2021 acquisition of Itiviti, our revenues generated outside the US. have increased by 33% and we now operate in 20 countries outside the US. Also, our business is highly dependent on the global financial services industry and exchanges and market centers around the world.']"
47,46,47_significant resources_continue invest_dedicate_continue make,"['significant resources', 'continue invest', 'dedicate', 'continue make', 'invest', 'research development', 'make significant', 'invested expect', 'investments', 'investments support', 'intend continue', 'research']","['We plan to continue to dedicate significant resources to research and development.', 'We may continue to make investments to support our business growth and may require additional funds to respond to business challenges, including the need to develop new loan products, enhance our AI models, improve our operating infrastructure, acquire complementary businesses and technologies, or make strategic investments.', 'We intend to continue to make investments to support our business growth and may require additional funds to respond to business challenges, including the need to develop new platform features and services or enhance our existing platform, improve our operating infrastructure, or acquire complementary businesses and technologies.']"
48,45,48_retain_skilled_success depends_success,"['retain', 'skilled', 'success depends', 'success', 'motivate', 'attract', 'highly skilled', 'personnel', 'qualified', 'attract retain', 'future success', 'skilled employees']","['Our future success depends in part on our ability to retain our Founder, President, and Chief Executive Officer and to attract, retain, and motivate other qualified personnel.', 'We must attract, retain, and motivate highly skilled employees.', 'Our future success also depends on our ability to attract, retain and motivate our management and skilled personnel.']"
49,45,49_assurance_new products_achieve market_guarantee efforts,"['assurance', 'new products', 'achieve market', 'guarantee efforts', 'assurance company', 'able', 'products enhancements', 'market acceptance', 'develop', 'guarantee', 'enhancements', 'effectively']","['Even if we are able to anticipate, develop, and commercially introduce new products, enhancements or business strategies, there can be no assurance that any new products, enhancements or business strategies will achieve widespread market acceptance.', 'We also cannot assure that we will be able to successfully develop and market new products or product enhancements, or that these products or enhancements will achieve market acceptance.', ""There can be no assurance of the following: we will be successful in developing competitive new semiconductor memory and storage technologies and products; we will be able to cost-effectively manufacture new products; we will be able to successfully market these technologies; margins generated from sales of these products will allow us to recover costs of development efforts; we will be able to establish or maintain key relationships with customers, or that we will not be prohibited from working with certain customers, for specific chip set or design requirements; we will accurately predict and design products that meet our customers' specifications; orwe will be able to introduce new products into the market and qualify them with our customers on a timely basis.""]"
50,44,50_mineral_properties_mineral reserves_exploration,"['mineral', 'properties', 'mineral reserves', 'exploration', 'reserves', '1300 ni', '101', '43 101', 'ni 43', 'ni', '43', '1300']","['The majority of our properties do not contain any Mineral Reserves under S-K 1300 and NI 43-101.', 'Because the probability of an individual prospect ever having Mineral Reserves as defined by S-K 1300 and NI 43-101 is uncertain, our properties may not contain any Mineral Reserves, and any funds spent on exploration, construction, development, extraction, and recovery may be lost.', 'Risks Related to Our BusinessBecause the probability of an individual prospect ever having Mineral Reserves as defined by S-K 1300 and NI 43-101 is not known, our properties (other than Sheep Mountain) may not contain any Mineral Reserves, and any funds spent on exploration may be lost.']"
51,44,51_announcements_analysts_trading_actual anticipated,"['announcements', 'analysts', 'trading', 'actual anticipated', 'securities analysts', 'fluctuations', 'projections', 'price', 'actual', 'stock', 'announcements competitors', 'market']","['Factors that could cause fluctuations in the trading price of our ClassA common stock include: price and volume fluctuations in the overall stock market from time to time; volatility in the trading prices and trading volumes of technology stocks or high growth companies; changes in operating performance and stock market valuations of other technology or high growth companies generally, or those in our industry in particular; sales of shares of our ClassA common stock and Class B common stock by us or our stockholders; issuance of shares of our Class A common stock, whether in connection with an acquisition or upon conversion of some or all of our outstanding Notes; failure of securities analysts to maintain coverage of us, changes in financial estimates or share price targets by securities analysts who follow our company, or our failure to meet these estimates or the expectations of investors; the financial guidance we may provide to the public, any changes in such guidance, or our failure to meet such guidance; announcements by us or our competitors of new products, features, or services or any delays in our general release of products we previously announced as being in development or beta testing; the publics reaction to our press releases, other public announcements, and filings with the SEC; rumors and market speculation involving us or other companies in our industry; actual or anticipated changes in our results of operations or fluctuations in our results of operations; actual or anticipated developments in our business, our competitors businesses or the competitive landscape generally; investments we may make in equity that is, or may become, publicly held, and volatility we may experience due to changes in the market prices of such equity investments; litigation involving us, our industry, or both, or investigations by regulators into our operations or those of our competitors; developments or disputes concerning our intellectual property or other proprietary rights; actual or perceived network or data security breaches or other network or data security incidents, including any network or product outages or failures; 55Table of contentsannounced or completed acquisitions of businesses, products, services, or technologies by us or our competitors; new laws or regulations or new amendments to, or interpretations of, existing laws or regulations applicable to our business; changes in accounting standards, policies, guidelines, interpretations, or principles; any departure of one of our co-founders from our company or any other significant change in our management; andgeneral economic conditions and slow or negative growth of our markets, including due to the impact of the ongoing COVID-19 pandemic.', 'Factors that could cause fluctuations in the market price of our Class A common stock include the following: actual or anticipated changes or fluctuations in our results of operations; the financial projections we may provide to the public, any changes in these projections or our failure to meet these projections; announcements by us or our competitors of new products or new or terminated significant contracts, commercial relationships or capital commitments; industry or financial analyst or investor reaction to our press releases, other public announcements and filings with the SEC; rumors and market speculation involving us or other companies in our industry; price and volume fluctuations in the overall stock market from time to time; changes in operating performance and stock market valuations of other technology companies generally, or those in our industry in particular; 41Table of Contentsfailure of industry or financial analysts to maintain coverage of us, changes in financial estimates by any analysts who follow our company, or our failure to meet these estimates or the expectations of investors; actual or anticipated developments in our business or our competitors businesses or the competitive landscape generally; litigation involving us, our industry or both, or investigations by regulators into our operations or those of our competitors; developments or disputes concerning our intellectual property rights or our solutions, or third-party proprietary rights; announced or completed acquisitions of businesses or technologies by us or our competitors; new laws or regulations or new interpretations of existing laws or regulations applicable to our business; any major changes in our management or our board of directors, particularly with respect to Mr. Kurtz; effects of public health crises, pandemics and epidemics, such as COVID-19; general economic conditions and slow or negative growth of our markets; andother events or factors, including those resulting from war, incidents of terrorism or responses to these events.', 'Factors that could cause fluctuations in the trading price of our Class A common stock include the following: price and volume fluctuations in the overall stock market from time to time; volatility in the trading prices and trading volumes of technology stocks; changes in operating performance and stock market valuations of other technology companies generally, or those in our industry in particular; sales of shares of our Class A common stock by us or our stockholders, as well as the perception that such sales could occur; failure of securities analysts to maintain coverage of us, changes in financial estimates by securities analysts who follow our company, or our failure to meet these estimates or the expectations of investors; the financial projections we may provide to the public, any changes in those projections, or our failure to meet those projections; announcements by us or our competitors of new services or platform features; the publics reaction to our press releases, other public announcements, and filings with the SEC, or those of our competitors or others in our industry; rumors and market speculation involving us or other companies in our industry; actual or anticipated changes in our results of operations or fluctuations in our results of operations; actual or anticipated developments in our business, our competitors businesses, or the competitive landscape generally; litigation involving us, our industry or both, or investigations by regulators into our operations or those of our competitors; actual or perceived privacy or security breaches or other incidents; developments or disputes concerning our intellectual property or other proprietary rights; announced or completed acquisitions of businesses, services, or technologies by us or our competitors, such as our announcement of the pending acquisition of Wolt; new laws or regulations or new interpretations of existing laws or regulations applicable to our business; changes in accounting standards, policies, guidelines, interpretations, or principles; any significant change in our management; general economic conditions and slow or negative growth of our markets; andother events or factors, including those resulting from war, incidents of terrorism, natural disasters, public health concerns or epidemics, such as the COVID-19 pandemic, natural disasters, or responses to these events.']"
52,43,52_expectations_analysts investors_analysts_expectations securities,"['expectations', 'analysts investors', 'analysts', 'expectations securities', 'meet expectations', 'securities analysts', 'assumptions', 'decline', 'price decline', 'resulting decline', 'fall expectations', 'assumptions change']","['If our assumptions change or if actual circumstances differ from those in our assumptions, our results of operations may be adversely affected and may fall below the expectations of securities analysts and investors, resulting in a decline in the market price of our common stock.', 'Our results of operations may be adversely affected if our assumptions change or if actual circumstances differ from those in our assumptions, which could cause our results of operations to fall below the expectations of securities analysts and investors, resulting in a decline in the market price of our ClassA common stock.', 'Our results of operations may be adversely affected if our assumptions change or if actual circumstances differ from those in our assumptions, which could cause our results of operations to fall below the expectations of securities analysts and investors, resulting in a decline in the market price of our common stock.']"
53,42,53_payment_card_payments_payment card,"['payment', 'card', 'payments', 'payment card', 'payment processing', 'digital payments', 'processing', 'rules', 'ability accept', 'lose ability', 'payment methods', 'credit card']","['The Company could also experience a significant increase in payment card transaction costs or lose the ability to process payment cards if it fails to follow payment card industry data security standards, which could materially adversely affect the Companys business, reputation, results of operations and financial condition.', 'To the extent there are increases in payment processing fees, material changes in the payment ecosystem, such as large re-issuances of payment cards, delays in receiving payments from payment processors, changes to rules or regulations concerning payment processing, loss of payment partners, and/or disruptions or failures in our payment processing systems or payment products, including products we use to update payment information, our revenue, operating expenses, and results of operation could be adversely impacted.', 'To the extent there are increases in payment processing fees, material changes in the payment ecosystem, such as large re-issuances of payment cards, delays in receiving payments from payment processors, changes to rules, regulations or industry standards concerning payments, loss of payment partners and/or disruptions or failures in our payment processing systems, partner systems or payment products, including products we use to update payment information, our revenue, operating expenses and results of operation could be adversely impacted.']"
54,42,54_growth rate_revenue growth_growth_active user,"['growth rate', 'revenue growth', 'growth', 'active user', 'decline', 'engagement', 'active', 'decline time', 'user', 'revenue', 'rate', 'growth rates']","['In the long term, we expect that our user growth rate will generally decline over time as the size of our active user base increases, and the size of our active user base may fluctuate or decline in one or more markets, particularly as we achieve greater market penetration.', 'Further, in future periods, our revenue growth could slow or our revenue could decline for a number of reasons, including slowing demand for our products, increasing competition, changes to technology, a decrease in the growth of our overall market, or our failure, for any reason, to continue to take advantage of growth opportunities.', 'We anticipate that our active user growth rate will continue to generally decline over time as the size of our active user base increases.']"
55,42,55_interruptions_interruption_service_unavailable,"['interruptions', 'interruption', 'service', 'unavailable', 'websites', 'internet', 'fulfilling', 'systems', 'subject service', 'attractiveness products', 'tolerance', 'data integrity']","['If our data were found to be inaccurate or unreliable 40due to fraud or other error, or if we, or any of the third-party providers we engage, were to fail to maintain information systems and data integrity effectively, we could experience operational disruptions that may impact our clients, customers and health care providers and hinder our ability to provide or establish appropriate pricing for products and services, retain and attract clients and customers, establish reserves and report financial results timely and accurately and maintain regulatory compliance, among other things.', 'If too many customers access our websites within a short period of time due to increased demand, we may experience system interruptions that make our websites unavailable or prevent us from efficiently fulfilling orders, which may reduce the volume of goods we offer or sell and the attractiveness of our products and services.', 'We Face Risks Related to System Interruption and Lack of RedundancyWe experience occasional system interruptions and delays that make our websites and services unavailable or slow to respond and prevent us from efficiently accepting or fulfilling orders or providing services to customers and third parties, which may reduce our net sales and the attractiveness of our products and services.']"
56,42,56_threats_security_measures_detect,"['threats', 'security', 'measures', 'detect', 'prevent', 'cyber', 'incidents', 'processes designed', 'security breaches', 'designed protect', 'provide absolute', 'absolute security']","['Although we have developed systems and processes that are designed to protect customer data and prevent such incidents, including systems and processes designed to reduce the impact of a security breach at a third-party vendor or customer, such measures cannot provide absolute security and may fail to operate as intended or be circumvented.', 'While we have developed and implemented security measures and internal controls designed to protect against cyber and other security threats, such measures cannot provide absolute security and may not be successful in preventing future security breaches.', 'Although we have developed systems and processes that are designed to protect customer data 17and prevent data loss and other security breaches, including systems and processes designed to reduce the impact of a security breach at a third-party service provider, such measures cannot provide absolute security.']"
57,41,57_ares_operating group_ares operating_shares class,"['ares', 'operating group', 'ares operating', 'shares class', 'class', 'class common', 'votes', 'common stock', 'group', 'common', 'vote', 'shares']","['The Class C Stockholder, as the holder of our Class C common stock, is entitled to a number of votes equal to the number of Ares Operating Group Units held of record by each limited partner of the Ares Operating Group entities (other than us and our subsidiaries).', 'The Ares Ownership Condition is currently satisfied because Ares Owners owns a number of shares of our Class A common stock and Ares Operating Group Units such that the Class C Stockholder and Ares Owners control over 70% of the voting power of the Designated Stock.', 'Ares Voting LLC, as the initial holder of the shares of our Class C common stock (in such capacity, the Class C Stockholder), is generally entitled to a number of votes equal to the number of Ares Operating Group Units held of record by each limited partner of the Ares Operating Group entities (other than us and our subsidiaries).']"
58,41,58_goodwill_impairment_intangible assets_intangible,"['goodwill', 'impairment', 'intangible assets', 'intangible', 'assets', 'goodwill intangible', 'impairment goodwill', 'goodwill impairment', 'annually', 'lived', 'impaired', 'test']","['We test goodwill for impairment annually as of March 31st and we test goodwill, intangible assets, net and deferred client conversion and start-up costs for impairment at other times if events have occurred or circumstances exist that indicate the carrying value of goodwill may no longer be recoverable.', 'We review our goodwill and other intangible assets balance for impairment upon any indication of a potential impairment, and in the case of goodwill, at a minimum of once a year.', 'Our goodwill and other intangible assets represent a substantial proportion of our total assets and the impairment of such substantial goodwill and intangible assets could have a negative impact on our financial condition and results of operations.']"
